"","ProbeName","Amp","var_A_layer","var_A_subject","phase","var_phi_layer","var_phi_subject","magn","var_magn_layer","var_magn_subject","Symbol"
"1","A_23_P109427",0.291233660406974,0.00662916219038299,0.0404853008564742,4.87649777417407,0.00717178407287272,0.00458913027780451,9.36794560923768,0.838248356434509,1.44543448817169,"GSTT2"
"2","A_32_P78816",0.307875400779547,0,0.0580818556472802,5.68656083465436,0,0.0493198806972643,8.5325384476882,0.0431625890932416,1.35423890232625,"PSPH"
"3","A_23_P16275",0.281834425446834,0,0.00557717127054202,7.38534177255118,0,0.166093190620473,5.56891840069275,0.0300082971223473,0.822888053308286,"TSKS"
"4","A_23_P324340",0.25518760233641,1.27821464029356e-10,0.0127668307137253,8.95007407850735,1.87080508483881e-09,0.182212861643706,6.22312687193307,0.0383595316915341,0.704146558403651,"DISP2"
"5","A_23_P42144",0.406250672492075,0,0.0521552052103424,5.69030567455696,0,0.00202867957933703,7.9328664669373,0.00815506521161317,0.592808238788536,"PEX6"
"6","A_32_P202703",0.248549874456809,0.00214041212101619,0.0328814411834608,4.15640878558436,0.00951279556807513,0.0205730109930966,6.35039678063051,0.0486287523366625,0.466851977233858,"LOC102724951"
"7","A_23_P207680",0.18703373423057,0.00741422077405138,0.0124039586079533,8.16328511859339,0.129268712591082,0.812340647995816,9.2154910501807,0.0364238143769099,0.46132611472611,"ARL17B"
"8","A_32_P48825",0.511311233624698,0.0326326954650534,0.204566265707043,11.2805009533326,0.16438304792405,0.0644824358351676,7.29296667814544,2.90147528607955,0.404601201381292,"KRT72"
"9","A_24_P131589",0.342290709478292,0.0495530740038344,0.122915006421607,11.7432810958286,0.00191620745650793,0.122420014506208,10.1445240818201,0.116828066582393,0.37622009871717,"CD86"
"10","A_23_P110473",0.19904374277286,0.00481223249586291,0.00620434432531717,5.28550904143153,0.00435105058614368,0.00982608991453457,8.58208353422883,0.0505182085358019,0.368668077207718,"NAIP"
"11","A_24_P273756",0.18393516834035,0.00306897052337069,0.00811605443949152,-8.3800870102222,0.0468432031175292,0.0995388888965474,8.46861034953872,0.574980869713728,0.364808373519461,"TP63"
"12","A_32_P122226",0.293202370375596,0.0148207385071204,0.000668715573447765,9.0466525400547,0.181029551798258,0.191425194983719,5.40596769188509,0.767872126608258,0.334628292899073,"AMDHD1"
"13","A_23_P120902",0.222993258617265,0,0.0138457162892163,-4.42771457165538,0,0.182492495916647,7.04997294382487,3.94747338332831,0.332526758385608,"LGALS2"
"14","A_23_P402670",0.247549559457679,0.00389871914320341,0.00102923394630992,5.49010681444364,0.00114729245967075,0.577076392602864,6.81685608884617,0.546446242954972,0.307992656301753,"CD1A"
