"","ProbeName","Symbol","Amp","var_A_layer","sd_A_layer","cv_A_layer","var_A_subject","sd_A_subject","cv_A_subject","phase","var_phi_layer","sd_phi_layer","cv_phi_layer","var_phi_subject","sd_phi_subject","cv_phi_subject","magn","var_magn_layer","sd_magn_layer","cv_magn_layer","var_magn_subject","sd_magn_subject","cv_magn_subject"
"19","A_24_P382489","SLC27A1",0.264086122983016,0.00122593521020625,0.0350133575968694,0.132583102820292,0.0132307442106854,0.115024972117734,0.435558562557,2.62291897155283,0.0261574268287213,0.161732578130447,0.00673885742210197,0.0474189499210294,0.217758926156953,0.00907328858987305,10.3871371444675,0.96274282341325,0.981194589983684,0.0944624660613341,0.0294393381457497,0.171578956010782,0.0165184067201972
"20","A_23_P163467","CCDC9B",0.249158396257728,0.00113242323126301,0.0336514967165357,0.135060657083885,0.007874231981312,0.0887368693459038,0.356146414002902,2.89616179834666,0.0163609921860902,0.127910094152456,0.00532958725635234,0.074169834466046,0.272341393229244,0.0113475580512185,10.8004237778658,0.357442251526211,0.597864743504926,0.0553556745366027,0.0469482188267847,0.216675376604691,0.0200617476740812
"21","A_23_P162874","HSP90AA1",0.283945290007537,0.00122926064158044,0.0350608134757373,0.123477355355346,0.0049132129069165,0.0700943143694016,0.246858521117012,4.07158514054782,0.00465627655834297,0.0682369149239835,0.00284320478849931,0.116747035772169,0.341682653601509,0.0142367772333962,12.9147840664368,0.0024703069462105,0.0497021825095287,0.00384847181755795,0.0970220512390431,0.311483629166997,0.024118376859005
"22","A_23_P106973","SEPT9",0.145663995270113,0.0125727097036187,0.112128095068179,0.76977220664759,0.00559238592176337,0.0747822567308808,0.513388751916406,-7.6195570323312,0.120727074101735,0.347458017754282,0.0144774174064284,0.106586898779747,0.326476490393638,0.0136031870997349,13.3006233856038,0.581764266254882,0.762734728627773,0.0573457879766248,0.0302504730099197,0.173926631111856,0.0130765773956211
"23","A_23_P7732","CETN3",0.240677684796046,0.00421940040586015,0.0649569119175177,0.269891710037693,0.0119659464581049,0.109388968630776,0.454503992438991,0.408246417668221,0.000838450181939442,0.0289560042467783,0.0012065001769491,0.0119727502688831,0.109420063374516,0.00455916930727149,8.04197198956068,0.00331726767258853,0.0575957261659972,0.00716189091938674,0.03285959301078,0.181272151779527,0.0225407589102322
"24","A_23_P42265","APOM",0.252086844695097,2.13513224739923e-05,0.00462074912476238,0.0183299891366852,0.000662359773203726,0.0257363512022145,0.10209319424559,-7.18472133388862,0.00327084319641359,0.0571912860181828,0.00238297025075762,0.265346734158339,0.515118174944681,0.0214632572893617,7.60333329845384,0.0268978578595304,0.164005664108074,0.0215702321166724,0.033509557831531,0.183056160321173,0.0240757774433482
"25","A_23_P122197","CCNB1",0.184009550481554,0.00168430396971402,0.0410402725345973,0.22303338292602,0.0284389650936214,0.168638563483034,0.916466362977933,-2.11917924534819,0.0191048285966846,0.13822021775661,0.00575917573985873,0.172108425447728,0.414859524957217,0.017285813539884,6.18643573014812,0.0253211659057334,0.159126257750672,0.0257217992219993,0.0567641744993766,0.238252333670369,0.0385120518603794
"26","A_24_P932418","AP2A2",0.336424878749686,0.00436434050838135,0.066063155452804,0.196368222523631,0.00360530425478232,0.0600441858532725,0.178477246024209,1.84957784694426,0.0295936215692319,0.172027967404233,0.00716783197517638,0.0506627377199591,0.225083845977358,0.00937849358238992,9.6162888286538,0.311662091962761,0.55826704359362,0.0580543132117812,0.0150234739892726,0.122570281835658,0.0127461106898571
"27","A_23_P1331","COL13A1",0.147972981428606,0.0139041854980665,0.11791601035511,0.796875275585376,0.00627704735268525,0.0792278193104244,0.535420848762516,-6.08106882866987,0.000286125250581681,0.0169152372310199,0.000704801551292495,0.00088869865284588,0.029811049173853,0.00124212704891054,6.54832890143398,3.18822328049975,1.78555965470206,0.272674094655058,0.0903362217616072,0.30055984722116,0.0458987096929939
"28","A_32_P101570","TPTE2P5",0.207058130694386,0.0100475121153835,0.100237279070132,0.484102115352717,0.0323120853899529,0.179755626865901,0.868140875526479,1.21998672474844,0.0343027330703102,0.185209970223825,0.00771708209265938,0.0759004136234584,0.275500296957115,0.0114791790398798,5.33394339340537,0.0185879518535899,0.136337639166849,0.0255603835870118,0.050021949431002,0.223655872784512,0.0419306798533014
"29","A_23_P139786","OASL",0.271461125819502,0,0,0,0.0149955552418342,0.122456340145515,0.451100833593899,-2.22491392753953,0,0,0,0.296352820996905,0.544382972728671,0.0226826238636946,5.17015683909927,0.610021114395508,0.781038484580311,0.151066690796247,0.0336936891738855,0.183558408071887,0.0355034506272089
"30","A_23_P113393","APLN",0.491240940885355,0.087971171142398,0.296599344473986,0.603775703098829,0.011814203636648,0.108693162787031,0.221262426928698,-6.69007063234622,0.0371995804491166,0.192871927581794,0.00803633031590807,0.141305529343295,0.375906277339572,0.0156627615558155,5.27583455165321,0.91033369417595,0.954114088658138,0.180846097298324,0.113300350459605,0.336601174180371,0.0638005553216023
"31","A_23_P15202","DHODH",0.232159314645668,8.09544822277467e-11,8.99747087951646e-06,3.87555885631762e-05,0.0561701372258782,0.23700239919857,1.02086103915449,0.922387316190073,9.11065101009223e-11,9.54497302777343e-06,3.9770720949056e-07,0.0170664080551341,0.130638463153598,0.0054432692980666,8.05506445335096,0.00396870273288301,0.0629976406929895,0.00782087357063693,0.0315439202866199,0.177606081783873,0.0220489957358427
"32","A_23_P120002","SP110",0.197864618407011,0.0121094337994439,0.110042872551764,0.556152350216572,0.00107269117006921,0.0327519643696254,0.165527139886395,2.40650148343133,0.164443575491996,0.405516430606697,0.0168965179419457,0.0160527408107186,0.126699411248508,0.0052791421353545,7.91629405873015,0.115558627998888,0.339939153377318,0.0429417036375033,0.0273577187903659,0.165401689200461,0.0208938283461129
"33","A_24_P37409","DUSP2",0.194377686049565,0.00760077936640567,0.0871824487291202,0.44852086934963,0.0284507555427521,0.16867351760947,0.867761732519335,-1.47464885699808,0.659758771474099,0.812255361000528,0.033843973375022,0.032879040063967,0.181325784332971,0.00755524101387378,6.3038025388565,1.00719111344128,1.00358911584437,0.159203767830332,0.0630634524826227,0.251124376520127,0.0398369674449988
"34","A_23_P111635","STYXL1",0.39515077974463,7.63118782211544e-12,2.76246046525836e-06,6.99090222482575e-06,0.00695703141023837,0.0834088209378263,0.211080997971787,1.86663238386993,1.38164470638253e-11,3.71704816538948e-06,1.54877006891228e-07,0.00682009153374773,0.0825838454768712,0.0034409935615363,6.64262274825943,0.208614426363328,0.456743282778551,0.0687594795140567,0.0613705207933929,0.247730742527836,0.0372941158810726
"35","A_24_P190877","TRMT1L",0.398164257140719,0,0,0,0.0685314072063826,0.261785040073688,0.657480010771455,-0.00777874357221284,0,0,0,0.0377247965611352,0.194228722286729,0.00809286342861369,5.4183967527732,0,0,0,0.0734127394964516,0.270947853832526,0.0500051705689236
"36","A_23_P113111","AR",0.166053554134076,0.00614029823014918,0.0783600550672929,0.471896283556948,0.000146545600010473,0.01210560200942,0.0729017940781056,2.35000998637583,0.111225698675999,0.333505170388704,0.013896048766196,0.0348830390578154,0.186770016485022,0.00778208402020925,9.4409484738289,0.22605112578104,0.475448341863803,0.0503602305617689,0.0927579070494488,0.304561827958542,0.0322596642490755
"37","A_23_P115824","HNRNPH3",0.273313048707246,0.00118612472284354,0.0344401614810898,0.126009942240188,0.000137372369375782,0.011720595947979,0.0428834115437105,3.89804223368623,0.0244162042121027,0.156256853328431,0.00651070222201795,0.0776460651876914,0.278650435470127,0.0116104348112553,9.763694350074,0.0241122800649699,0.155281293351678,0.0159039486268332,0.0135942140325055,0.116594228126891,0.0119416097991645
"38","A_23_P138137","OMA1",0.417098459695354,1.6972872420594e-11,4.1198146099787e-06,9.87731916580989e-06,0.0372148353469485,0.19291147023168,0.462508229765657,1.81557175265348,2.58427025966164e-11,5.08357183450932e-06,2.11815493104555e-07,0.00666038290934589,0.081611169023277,0.00340046537596988,8.06830540185263,0.0546676369427099,0.233811113813501,0.0289789617730402,0.0363582824900827,0.190678479357485,0.0236330269939585
"39","A_24_P50972","GOLGA6L1",0.145239319419128,0.0047889903689155,0.0692025315210037,0.476472430453221,0.011389957016608,0.106723741578938,0.734813010731327,-9.16398020200505,0.230341737225534,0.47993930577265,0.0199974710738604,1.60664260496712,1.26753406461804,0.0528139193590849,7.13532197310931,0.011971711554387,0.109415316818017,0.015334320894049,0.180869208397592,0.425287206952657,0.0596030856849103
"40","A_23_P115885","MINPP1",0.172252542805337,0.00331894148862455,0.0576102550647413,0.334452276445328,7.52804049360913e-05,0.00867642812083932,0.0503703920971695,1.81925698160781,0.266795722373414,0.516522722030129,0.0215217800845887,0.0992977976933526,0.315115530707949,0.0131298137794979,5.87949233155588,0.446698206240192,0.668354850539885,0.113675605451979,0.0414598513327343,0.203616923001833,0.034631718440893
"41","A_23_P112950","ATF7IP",0.233133542471338,0.00210960598504588,0.0459304472550168,0.197013466050959,0.000871046980656151,0.0295135050554175,0.126594846638364,4.21723768903434,0.00985374482719309,0.099266030580421,0.00413608460751754,0.0634748988507914,0.251942253008088,0.010497593875337,8.98078549927457,0.0400605584554388,0.200151338879955,0.0222866183471505,0.0964133340882931,0.310504966286037,0.034574366163307
"42","A_23_P106661","CMTM1",0.309273684023068,0,0,0,5.12516887209125e-05,0.00715902847605124,0.0231478746685646,-8.76461310926576,0,0,0,0.0133787947658427,0.115666740102083,0.00481944750425344,5.42453393004276,0.0108980476233038,0.104393714481782,0.0192447343547096,0.0349226400095514,0.186876001695112,0.0344501489169667
"43","A_23_P11685","PLA2G4A",0.19480522217458,0.00360118942186651,0.0600099110303165,0.308050833342327,0.0214751287796944,0.146543948287517,0.752258828853096,0.900601554608853,0.00547715059234098,0.0740077738642433,0.00308365724434347,0.299390895027443,0.547166240760012,0.0227985933650005,6.93467043929148,0.0649593425396533,0.254871227367181,0.0367531852592582,0.116316906773027,0.34105264516351,0.0491808007531437
"44","A_23_P118894","PRR15L",0.0905346287209307,0.0200263686549794,0.14151455280281,1.56309861543723,0.0025815036837472,0.0508085001131425,0.561205152447884,2.24182340786465,3.0186394702899,1.73742322716427,0.0723926344651778,1.89509580311842,1.37662478661341,0.0573593661088921,7.35911761856724,2.64430545313966,1.62613205279881,0.220968346625692,0.0924335405633773,0.304028848242033,0.0413132204158499
"45","A_23_P146855","MPPED1",0.148570733655417,0.0387457726957234,0.19683945919384,1.3248871722635,0.012427867580933,0.111480346164393,0.750351993434666,-0.206938971858848,0.00516214259107696,0.0718480521035676,0.00299366883764865,1.22020917090958,1.10463078488225,0.0460262827034271,5.99480183377548,0.163591207081143,0.404464098630698,0.0674691357355459,0.0529475776949352,0.230103406526143,0.0383838220022071
"46","A_23_P12147","C1orf74",0.244068158612498,0.0150602217367736,0.122720095081342,0.502810754909581,0.00515313976137024,0.0717853728928828,0.294120188806992,-10.1569819881088,0.0693633226936545,0.263369175671062,0.0109737156529609,0.47109855032116,0.686366192583201,0.0285985913576334,5.62188361112507,0.175054505672953,0.418395154934845,0.0744225928311446,0.0578376592920724,0.240494613852519,0.0427782982516052
"47","A_24_P137897","IFRD1",0.260974557657347,0.0203950835535192,0.142811356528531,0.547223291843025,0.0238137897863795,0.154317172687875,0.591311176358001,0.754850896790161,0.0120060506472342,0.109572125320422,0.00456550522168424,0.0302174807155922,0.173831759801229,0.00724298999171788,7.66535317913191,0.00869981589890112,0.0932728036401883,0.0121681025597246,0.0672167647564976,0.259261961645934,0.0338225722399519
"48","A_23_P4662","BCL3",0.297467260436001,0.000828597832331688,0.02878537532032,0.0967682133426347,0.0120071945463686,0.109577345041613,0.368367748709569,-3.7092187420194,0.0200305050336709,0.141529166724287,0.00589704861351194,0.132027862374176,0.363356384798969,0.0151398493666237,10.4410647853314,0.169506010098332,0.411711075996665,0.0394319051228448,0.0413915663838753,0.20344917395722,0.0194854814274349
"49","A_23_P13033","RBM4",0.217197642131787,0.000742385000680318,0.0272467429370983,0.125446771289377,0.0114273685614005,0.106898870720885,0.492173255987849,0.907146378084248,0.000922060261685886,0.03036544519163,0.00126522688298458,0.00727163188368803,0.0852738640128852,0.00355307766720355,8.13877421651399,0.0172636622888839,0.131391256516116,0.0161438630708684,0.0304503444821933,0.174500270722407,0.0214406083864984
"50","A_23_P323143","ZNF767P",0.179663071358965,0.00877980675701651,0.0937006230343028,0.521535239966426,0.0473962028576391,0.217706689969875,1.21174979545407,0.622215437637322,0.00734711780745173,0.0857153300609158,0.00357147208587149,0.0709875711705531,0.266434928585861,0.0111014553577442,7.49393561324709,0.037396779042358,0.193382468291099,0.0258051947963438,0.0404953863062579,0.201234654834246,0.0268530002417583
"51","A_23_P100632","JPT1",0.273384760822279,0,0,0,0.0104632357570007,0.102289959218883,0.3741611599389,1.32973475570076,0,0,0,7.84545127372462e-05,0.00885745520661811,0.000369060633609088,10.9912171831292,0.230194690213472,0.47978608797408,0.0436517703162594,0.0272180962281687,0.164979078152864,0.0150100826327129
"52","A_24_P339071","CDR2",0.135745398288047,0.0101041171621883,0.100519237771624,0.740498308151307,0.00530272204682467,0.0728197915873471,0.536443905323596,-8.84133328017763,0.647577372308344,0.804721922348549,0.0335300800978562,0.59427537525082,0.770892583471148,0.0321205243112978,7.02868548288453,0.0245113876155087,0.156561130602422,0.0222745961508254,0.0268285980781053,0.163794377431294,0.0233036999350943
"53","A_23_P24104","PLAU",0.263014560405835,1.24936739210513e-11,3.5346391500479e-06,1.34389485684515e-05,0.00798355093172216,0.0893507186972895,0.339717765280448,-4.61932000251816,1.48439474549363e-10,1.21835739645378e-05,5.07648915189074e-07,0.210038307866594,0.458299364898746,0.0190958068707811,10.4542502190647,0.0802053167221583,0.283205432013862,0.0270899802548632,0.0303141732961882,0.174109658825087,0.0166544376857917
"54","A_23_P372834","AQP1",0.229819242671671,0.041990710475815,0.204916349947521,0.891641394190274,0.00575580650624752,0.0758670317479702,0.330116098486831,7.54946965403896,0.254689960510672,0.504668168711553,0.0210278403629814,0.155262498388024,0.394033625961065,0.0164180677483777,11.38144669278,18.0618864617764,4.24992781841956,0.373408401685487,0.0777635044646255,0.278861084528884,0.0245013742150884
"55","A_24_P47988","ELL3",0.527881631392047,0.0162043489124275,0.127296303608657,0.241145544831654,0.0168162285742726,0.129677401941404,0.245656211979643,1.61388972219466,0.0255588499261544,0.159871354301371,0.00666130642922378,0.0225346494194575,0.150115453633054,0.0062548105680439,7.94110679880996,1.33906217218891,1.15717853946092,0.145720057515702,0.0901090793209359,0.300181743816868,0.0378009956825984
"56","A_23_P8640","GPER1",0.266789018360324,0.0775350007257985,0.278451074204785,1.04371265322739,1.23658097833985e-05,0.00351650533675103,0.0131808473915581,-11.334573731848,0.0337402719791434,0.183685252481367,0.00765355218672361,0.485505676283436,0.696782373688827,0.0290325989037011,7.88014007958576,3.85203434322777,1.9626600172286,0.249064102592929,0.0405505109479796,0.201371574329595,0.0255543140471915
"57","A_24_P117029","LDLR",0.193831421734134,0.0234872821086177,0.153255610365878,0.790664428887531,0.00796403824520269,0.089241460348891,0.46040760342406,3.29973810479529,0.856773467912862,0.92562058529014,0.0385675243870892,0.160101802201086,0.400127232516217,0.016671968021509,10.0842322536976,0.389211676481811,0.62386831661963,0.0618657227366891,0.0199600790606892,0.141280143901007,0.0140100049608838
"58","A_23_P207400","BRCA1",0.378743270746448,0,0,0,0.00528446520674683,0.0726943271978414,0.191935627145458,3.97329765220682,0,0,0,0.10168269750902,0.3188772452042,0.0132865518835083,6.03442517125621,0.0589235031930401,0.242741638770608,0.0402261411620214,0.0372551155792294,0.19301584281926,0.0319857877662736
"59","A_24_P925635","SEPT7P2",0.246308185686987,0,0,0,0.00280651260993838,0.0529765288589049,0.215082290956535,-11.1077808387869,0,0,0,0.0073965938618217,0.0860034526157043,0.00358347719232101,5.79983061665328,0.034826591859712,0.186618841116625,0.0321766019477842,0.227280039398405,0.476738963583223,0.0821987735666526
"60","A_32_P1701","POLA1",0.287779491216055,0.00351102781432938,0.0592539265730921,0.20590044941252,0.00844589051844636,0.0919015262030308,0.319347031349202,6.42629943107245,0.00053247379722639,0.0230753937610258,0.000961474740042743,0.0618569804151711,0.248710635910833,0.0103629431629514,8.33887932437126,0.0299355847868287,0.173019030129141,0.0207484751126539,0.0149568887991795,0.122298359756701,0.0146660426418777
"61","A_23_P14636","MFAP1",0.263082599026272,0.00330590699109877,0.0574970172365382,0.218551198176343,0.0358436938440617,0.189324308645408,0.719638278419553,-0.646153923760156,0.00139333848431403,0.0373274494750716,0.00155531039479465,0.00164674899746116,0.0405801552173123,0.00169083980072134,9.0903490524652,0.0172753178608316,0.131435603474978,0.0144588071059091,0.0256324955007652,0.16010151623506,0.0176122517750451
"62","A_24_P148499","CASP8",0.184252352705626,0.00682097247870935,0.0825891789443953,0.448239480970674,0.00360508980452617,0.060042400056345,0.325870466100766,-7.27537135649273,0.0489425708066938,0.221229678855921,0.00921790328566336,0.199782038832276,0.446969841076863,0.0186237433782026,6.04841124872697,0.00434233382297023,0.0658963870251642,0.0108948258171158,0.0453466279179228,0.21294747689964,0.0352071755941628
"63","A_24_P173754","C1orf21",0.266311902560809,0.00301732036136664,0.0549301407368181,0.206262432165515,0.00327442169299512,0.0572225627964627,0.21487046672049,-10.4347676785778,0.0295678983196489,0.171953186419004,0.00716471610079185,0.171554777948265,0.414191716416764,0.0172579881840318,9.13072606485181,0.111074105904914,0.333277820901592,0.0365006921174128,0.0445891836761704,0.211161510877741,0.0231264753074342
"64","A_24_P34944","PCDHGA12",0.289609505524727,0.0124352411758847,0.111513412538065,0.38504748777503,0.00583557306374949,0.0763909226528224,0.263772152486549,1.24060504057919,0.0168093036956875,0.129650698785959,0.00540211244941497,0.0824733021353602,0.287181653549387,0.0119659022312245,6.69877010532798,0.155540361480151,0.394386056396713,0.058874397866413,0.00266361230799759,0.0516101957756177,0.0077044285688456
"65","A_23_P79441","C2orf42",0.462637819893766,0.00771920198255694,0.0878589891960802,0.189908791322454,0.0511296325537924,0.226118624959981,0.488759490116704,1.07470981750688,0.00301274756620614,0.0548885012202568,0.00228702088417737,0.0337639740016822,0.183749759188093,0.00765623996617054,6.72310686474327,0,0,0,0.0422024094467941,0.205432250259773,0.0305561482797608
"66","A_23_P426989","SH3BP5L",0.292191916340538,1.36965998366355e-09,3.70089176235073e-05,0.000126659621823264,0.013541877184667,0.11636957155832,0.398264171766807,-0.45421012163229,2.28999622978071e-10,1.51327334932613e-05,6.30530562219219e-07,0.012343146567835,0.111099714526343,0.00462915477193097,9.2894715086675,0.241074927687047,0.490993816342983,0.0528548707948416,0.0228704893445583,0.151229922120453,0.016279712142865
"67","A_23_P56567","GEMIN6",0.315254238384632,0.00777353873317421,0.0881676739693988,0.279671653016218,0.103566031493607,0.32181676695537,1.02081662281327,-0.399576213493151,0.000862203625653459,0.0293633040656779,0.00122347100273658,0.0470793852672437,0.216977845106923,0.00904074354612177,8.8843490052144,0.0268312652809277,0.163802519153179,0.0184371999633333,0.0445365719167291,0.211036897050561,0.023753782851923
"68","A_23_P128728","ARG2",0.132046261353642,0.00516842019188221,0.0718917254757612,0.544443475633308,0.029890192225019,0.172887802418271,1.30929721633881,1.28345991418593,0.405385888580376,0.636699213585486,0.0265291338993952,0.622696988882953,0.789111518660673,0.0328796466108614,5.09679252786089,0,0,0,0.039512643071461,0.198777873696901,0.0390005817600598
"69","A_24_P10233","DAPK2",0.274426150686021,0.00677762213287883,0.0823263149477664,0.299994423789293,0.0146054222357457,0.120852895024264,0.440384033089235,-8.69206922497313,0.0650985237394703,0.255144123466464,0.010631005144436,0.0410056435186116,0.202498502509553,0.00843743760456472,7.1767242721635,0.168638005608343,0.410655580271769,0.0572204761808374,0.0900416490822206,0.300069407108123,0.0418114721603571
"70","A_32_P112279","CHTF8",0.206938773512496,0.00063214360093311,0.0251424660869436,0.121497125261668,0.0123355768255798,0.111065641967171,0.536707742497876,0.0257846335539949,6.72673592241092e-07,0.000820166807570931,3.41736169821221e-05,0.084285292939314,0.290319294810583,0.0120966372837743,8.83200773107034,0,0,0,0.090126991151686,0.300211577311212,0.0339913173145321
"71","A_23_P314712","CABYR",0.200549724543612,0.00973580668100761,0.0986701914511552,0.491998638620409,0.017575306353637,0.132571891265219,0.661042499893284,7.90597864108248,0.548755207653303,0.74078013448884,0.030865838937035,0.0352649584536438,0.187789665460173,0.00782456939417389,5.60069274718867,0.0296126505664747,0.172083266375539,0.0307253538344731,0.0873466366224163,0.295544644042852,0.0527693014745728
