Item ID	Item value	Change in Kuiper test statistic when item removed
NEURL1B	14.0	0.09722222222222232
PER3	11.0	-0.02777777777777768
HENMT1	11.0	-0.02777777777777768
FANCL	10.0	-0.02777777777777768
CENPJ	8.0	0.013888888888889062
MYB	0.0	0.09722222222222232
CAMTA1	10.0	-0.02777777777777768
INTS7	9.0	-0.02777777777777768
KLHL35	10.0	-0.02777777777777768
