Item ID	Item value	Change in Kuiper test statistic when item removed
TGFB1	3.0	-0.02222222222222181
ITGA3	5.0	-0.02222222222222181
ITGB3	-4.0	-0.03611111111111076
MYL2	8.0	0.01944444444444482
ADCY4	-1.0	-0.02222222222222181
CACNA2D4	14.0	0.08888888888888935
TNF	7.0	-0.008333333333333082
PRKACB	0.0	-0.02222222222222181
SGCG	-4.0	-0.03611111111111076
ACTG1	12.0	0.08888888888888935
