Item ID	Item value	Change in Kuiper test statistic when item removed
FZD2	-3.0	2.220446049250313E-16
TGFB1	3.0	0.033333333333333215
OPA1	-2.0	2.220446049250313E-16
LUZP1	0.0	-2.220446049250313E-16
LMO4	7.0	0.033333333333333215
SALL4	-1.0	2.220446049250313E-16
DZIP1L	-3.0	2.220446049250313E-16
CDK20	8.0	0.04166666666666652
ADM	-2.0	2.220446049250313E-16
PRKACB	0.0	-2.220446049250313E-16
HES5	7.0	0.033333333333333215
