"","ProbeName","Amp","var_A_subject","phase","var_phi_subject","magn","var_magn_subject","Symbol"
"1","A_24_P287941",0.324635381462733,0.0716103935107592,1.75906735055517,0.314354457442371,5.78234318392953,0.064106818745338,"PSMC3IP"
"2","A_24_P37441",0.376137098806431,7.88632139444933e-05,-8.92041043910587,0.037782161112843,9.28735242465336,0.0163043022893424,"PDK1"
"3","A_23_P129856",0.292751359911643,0.0214844998918712,1.28015224615449,0.12909902794307,4.09612419347391,0.00525147877325205,"HIC1"
"4","A_32_P16258",0.289082053250532,0.0402609605813938,7.44453442432889,0.0492017957640224,8.69354152264444,0.0957358844903986,"EXOC6B"
"5","A_24_P333567",0.293649125218127,0.000816253148376544,-5.90572468586459,0.833629140651671,6.93339318988422,0.0454035464750997,"MAN1B1-DT"
"6","A_23_P203920",0.309083838640265,0.0305090348496699,5.99675838719372,0.235650727500568,6.6740576435481,0.0112372241969322,"SSPN"
"7","A_23_P112554",0.281440301354845,0.0440750573627978,8.95392687052679,0.847295803887259,3.47406536220405,0.0587684280145819,"COL15A1"
"8","A_23_P23639",0.125372444189982,0.0017856011566126,-7.78133624095755,1.18280200939016,5.70254775240263,0.185365812044741,"MCOLN2"
"9","A_23_P89431",0.417676849520625,0.10540361344911,-0.09337527236142,0.175091829991831,7.05411986773806,0.191075667632366,"CCL2"
"10","A_23_P206724",0.396232075651394,0.000242809314291076,-11.9225394385645,0.119154684971374,9.9515300544299,0.0595844944870643,"MT1E"
"11","A_23_P150009",0.505162663085194,0.149230254149016,1.42868137266868,0.00201831986215658,7.80196157627828,0.0450129109295364,"ZDHHC16"
"12","A_23_P201939",0.280997972481169,0.00519392046138075,0.714818402097228,0.00543503108974261,8.96744376327695,0.0183485099712595,"PPM1J"
"13","A_23_P214821",0.414371276621829,0.0236147533575476,2.88671521761272,0.000790830676257327,7.55467503223311,0.117668252654014,"EDN1"
"14","A_23_P142187",0.283837897650478,0.0187889425283563,2.74559818525268,0.350847999878703,8.64905995907987,0.0371873491634264,"HIF3A"
"15","A_24_P353638",0.277009904592022,9.91948535323083e-05,1.85512458586109,0.00710846661936593,9.99849841031836,0.0306482619663464,"SLAMF7"
"16","A_23_P134454",0.360350559939943,0.113617775621344,2.33529829786987,0.52306167550169,5.09501830309443,0.0484918218340924,"CAV1"
"17","A_23_P7402",0.322718451908309,0.0197453844087173,3.03223110686724,0.0186821642887443,9.40289313986121,0.0570523583568113,"PDZD2"
"18","A_23_P160567",0.28717422170925,0.00588428641244004,2.04991227201277,0.114409704611079,11.3958859460857,0.0779234648859349,"ZMYND12"
"19","A_24_P382489",0.323701768125008,0.000717306561514833,4.54953668216482,0.15017232523057,12.9583812546186,0.0872781717071489,"SLC27A1"
"20","A_23_P163467",0.264995893889232,0.0167513389980559,-7.03197536829907,0.183602944253364,12.5428083019352,0.0644261326221587,"CCDC9B"
"21","A_23_P162874",0.163438945042393,0.0359304427036807,-0.107274807662248,0.114450189977446,8.10617567227744,0.0908261716324,"HSP90AA1"
"22","A_23_P106973",0.272234844765163,0.00156637848121269,-6.47879147283375,0.517107150053305,7.76252809622846,0.0304036026807273,"SEPT9"
"23","A_23_P7732",0.26164409162272,0.096296906519943,-1.6995035154325,0.146634917818001,6.02830344205181,0.0629486328839482,"CETN3"
"24","A_23_P42265",0.439559245839527,0.00142674620833787,2.02103902007563,0.00193618062316862,9.05479925496335,0.0244145738954513,"APOM"
"25","A_23_P122197",0.286334777003237,0.000449939375807288,-6.06705080643964,0.000620450485322995,4.76981769377754,0.229267166069741,"CCNB1"
"26","A_24_P932418",0.153856859946161,0.0144284898011436,4.32961782607527,5.22168413840423,5.46654738074516,0.0649654413662418,"AP2A2"
