"","ProbeName","Amp","var_A_layer","var_A_subject","phase","var_phi_layer","var_phi_subject","magn","var_magn_layer","var_magn_subject","Symbol"
"23","A_23_P7732",0.240677684796046,0.00421940040586015,0.0119659464581049,0.408246417668221,0.000838450181939442,0.0119727502688831,8.04197198956068,0.00331726767258853,0.03285959301078,"CETN3"
"24","A_23_P42265",0.252086844695097,2.13513224739923e-05,0.000662359773203726,-7.18472133388862,0.00327084319641359,0.265346734158339,7.60333329845384,0.0268978578595304,0.033509557831531,"APOM"
"25","A_23_P122197",0.184009550481554,0.00168430396971402,0.0284389650936214,-2.11917924534819,0.0191048285966846,0.172108425447728,6.18643573014812,0.0253211659057334,0.0567641744993766,"CCNB1"
"26","A_24_P932418",0.336424878749686,0.00436434050838135,0.00360530425478232,1.84957784694426,0.0295936215692319,0.0506627377199591,9.6162888286538,0.311662091962761,0.0150234739892726,"AP2A2"
"27","A_23_P1331",0.147972981428606,0.0139041854980665,0.00627704735268525,-6.08106882866987,0.000286125250581681,0.00088869865284588,6.54832890143398,3.18822328049975,0.0903362217616072,"COL13A1"
"28","A_32_P101570",0.207058130694386,0.0100475121153835,0.0323120853899529,1.21998672474844,0.0343027330703102,0.0759004136234584,5.33394339340537,0.0185879518535899,0.050021949431002,"TPTE2P5"
"29","A_23_P139786",0.271461125819502,0,0.0149955552418342,-2.22491392753953,0,0.296352820996905,5.17015683909927,0.610021114395508,0.0336936891738855,"OASL"
"30","A_23_P113393",0.491240940885355,0.087971171142398,0.011814203636648,-6.69007063234622,0.0371995804491166,0.141305529343295,5.27583455165321,0.91033369417595,0.113300350459605,"APLN"
"31","A_23_P15202",0.232159314645668,8.09544822277467e-11,0.0561701372258782,0.922387316190073,9.11065101009223e-11,0.0170664080551341,8.05506445335096,0.00396870273288301,0.0315439202866199,"DHODH"
"32","A_23_P120002",0.197864618407011,0.0121094337994439,0.00107269117006921,2.40650148343133,0.164443575491996,0.0160527408107186,7.91629405873015,0.115558627998888,0.0273577187903659,"SP110"
"33","A_24_P37409",0.194377686049565,0.00760077936640567,0.0284507555427521,-1.47464885699808,0.659758771474099,0.032879040063967,6.3038025388565,1.00719111344128,0.0630634524826227,"DUSP2"
"34","A_23_P111635",0.39515077974463,7.63118782211544e-12,0.00695703141023837,1.86663238386993,1.38164470638253e-11,0.00682009153374773,6.64262274825943,0.208614426363328,0.0613705207933929,"STYXL1"
"35","A_24_P190877",0.398164257140719,0,0.0685314072063826,-0.00777874357221284,0,0.0377247965611352,5.4183967527732,0,0.0734127394964516,"TRMT1L"
"36","A_23_P113111",0.166053554134076,0.00614029823014918,0.000146545600010473,2.35000998637583,0.111225698675999,0.0348830390578154,9.4409484738289,0.22605112578104,0.0927579070494488,"AR"
"37","A_23_P115824",0.273313048707246,0.00118612472284354,0.000137372369375782,3.89804223368623,0.0244162042121027,0.0776460651876914,9.763694350074,0.0241122800649699,0.0135942140325055,"HNRNPH3"
"38","A_23_P138137",0.417098459695354,1.6972872420594e-11,0.0372148353469485,1.81557175265348,2.58427025966164e-11,0.00666038290934589,8.06830540185263,0.0546676369427099,0.0363582824900827,"OMA1"
"39","A_24_P50972",0.145239319419128,0.0047889903689155,0.011389957016608,-9.16398020200505,0.230341737225534,1.60664260496712,7.13532197310931,0.011971711554387,0.180869208397592,"GOLGA6L1"
"40","A_23_P115885",0.172252542805337,0.00331894148862455,7.52804049360913e-05,1.81925698160781,0.266795722373414,0.0992977976933526,5.87949233155588,0.446698206240192,0.0414598513327343,"MINPP1"
"41","A_23_P112950",0.233133542471338,0.00210960598504588,0.000871046980656151,4.21723768903434,0.00985374482719309,0.0634748988507914,8.98078549927457,0.0400605584554388,0.0964133340882931,"ATF7IP"
"42","A_23_P106661",0.309273684023068,0,5.12516887209125e-05,-8.76461310926576,0,0.0133787947658427,5.42453393004276,0.0108980476233038,0.0349226400095514,"CMTM1"
"43","A_23_P11685",0.19480522217458,0.00360118942186651,0.0214751287796944,0.900601554608853,0.00547715059234098,0.299390895027443,6.93467043929148,0.0649593425396533,0.116316906773027,"PLA2G4A"
"44","A_23_P118894",0.0905346287209307,0.0200263686549794,0.0025815036837472,2.24182340786465,3.0186394702899,1.89509580311842,7.35911761856724,2.64430545313966,0.0924335405633773,"PRR15L"
"45","A_23_P146855",0.148570733655417,0.0387457726957234,0.012427867580933,-0.206938971858848,0.00516214259107696,1.22020917090958,5.99480183377548,0.163591207081143,0.0529475776949352,"MPPED1"
"46","A_23_P12147",0.244068158612498,0.0150602217367736,0.00515313976137024,-10.1569819881088,0.0693633226936545,0.47109855032116,5.62188361112507,0.175054505672953,0.0578376592920724,"C1orf74"
"47","A_24_P137897",0.260974557657347,0.0203950835535192,0.0238137897863795,0.754850896790161,0.0120060506472342,0.0302174807155922,7.66535317913191,0.00869981589890112,0.0672167647564976,"IFRD1"
"48","A_23_P4662",0.297467260436001,0.000828597832331688,0.0120071945463686,-3.7092187420194,0.0200305050336709,0.132027862374176,10.4410647853314,0.169506010098332,0.0413915663838753,"BCL3"
"49","A_23_P13033",0.217197642131787,0.000742385000680318,0.0114273685614005,0.907146378084248,0.000922060261685886,0.00727163188368803,8.13877421651399,0.0172636622888839,0.0304503444821933,"RBM4"
"50","A_23_P323143",0.179663071358965,0.00877980675701651,0.0473962028576391,0.622215437637322,0.00734711780745173,0.0709875711705531,7.49393561324709,0.037396779042358,0.0404953863062579,"ZNF767P"
"51","A_23_P100632",0.273384760822279,0,0.0104632357570007,1.32973475570076,0,7.84545127372462e-05,10.9912171831292,0.230194690213472,0.0272180962281687,"JPT1"
"52","A_24_P339071",0.135745398288047,0.0101041171621883,0.00530272204682467,-8.84133328017763,0.647577372308344,0.59427537525082,7.02868548288453,0.0245113876155087,0.0268285980781053,"CDR2"
"53","A_23_P24104",0.263014560405835,1.24936739210513e-11,0.00798355093172216,-4.61932000251816,1.48439474549363e-10,0.210038307866594,10.4542502190647,0.0802053167221583,0.0303141732961882,"PLAU"
"54","A_23_P372834",0.229819242671671,0.041990710475815,0.00575580650624752,7.54946965403896,0.254689960510672,0.155262498388024,11.38144669278,18.0618864617764,0.0777635044646255,"AQP1"
"55","A_24_P47988",0.527881631392047,0.0162043489124275,0.0168162285742726,1.61388972219466,0.0255588499261544,0.0225346494194575,7.94110679880996,1.33906217218891,0.0901090793209359,"ELL3"
"56","A_23_P8640",0.266789018360324,0.0775350007257985,1.23658097833985e-05,-11.334573731848,0.0337402719791434,0.485505676283436,7.88014007958576,3.85203434322777,0.0405505109479796,"GPER1"
"57","A_24_P117029",0.193831421734134,0.0234872821086177,0.00796403824520269,3.29973810479529,0.856773467912862,0.160101802201086,10.0842322536976,0.389211676481811,0.0199600790606892,"LDLR"
"58","A_23_P207400",0.378743270746448,0,0.00528446520674683,3.97329765220682,0,0.10168269750902,6.03442517125621,0.0589235031930401,0.0372551155792294,"BRCA1"
"59","A_24_P925635",0.246308185686987,0,0.00280651260993838,-11.1077808387869,0,0.0073965938618217,5.79983061665328,0.034826591859712,0.227280039398405,"SEPT7P2"
"60","A_32_P1701",0.287779491216055,0.00351102781432938,0.00844589051844636,6.42629943107245,0.00053247379722639,0.0618569804151711,8.33887932437126,0.0299355847868287,0.0149568887991795,"POLA1"
"61","A_23_P14636",0.263082599026272,0.00330590699109877,0.0358436938440617,-0.646153923760156,0.00139333848431403,0.00164674899746116,9.0903490524652,0.0172753178608316,0.0256324955007652,"MFAP1"
"62","A_24_P148499",0.184252352705626,0.00682097247870935,0.00360508980452617,-7.27537135649273,0.0489425708066938,0.199782038832276,6.04841124872697,0.00434233382297023,0.0453466279179228,"CASP8"
"63","A_24_P173754",0.266311902560809,0.00301732036136664,0.00327442169299512,-10.4347676785778,0.0295678983196489,0.171554777948265,9.13072606485181,0.111074105904914,0.0445891836761704,"C1orf21"
"64","A_24_P34944",0.289609505524727,0.0124352411758847,0.00583557306374949,1.24060504057919,0.0168093036956875,0.0824733021353602,6.69877010532798,0.155540361480151,0.00266361230799759,"PCDHGA12"
"65","A_23_P79441",0.462637819893766,0.00771920198255694,0.0511296325537924,1.07470981750688,0.00301274756620614,0.0337639740016822,6.72310686474327,0,0.0422024094467941,"C2orf42"
"66","A_23_P426989",0.292191916340538,1.36965998366355e-09,0.013541877184667,-0.45421012163229,2.28999622978071e-10,0.012343146567835,9.2894715086675,0.241074927687047,0.0228704893445583,"SH3BP5L"
"67","A_23_P56567",0.315254238384632,0.00777353873317421,0.103566031493607,-0.399576213493151,0.000862203625653459,0.0470793852672437,8.8843490052144,0.0268312652809277,0.0445365719167291,"GEMIN6"
"68","A_23_P128728",0.132046261353642,0.00516842019188221,0.029890192225019,1.28345991418593,0.405385888580376,0.622696988882953,5.09679252786089,0,0.039512643071461,"ARG2"
"69","A_24_P10233",0.274426150686021,0.00677762213287883,0.0146054222357457,-8.69206922497313,0.0650985237394703,0.0410056435186116,7.1767242721635,0.168638005608343,0.0900416490822206,"DAPK2"
"70","A_32_P112279",0.206938773512496,0.00063214360093311,0.0123355768255798,0.0257846335539949,6.72673592241092e-07,0.084285292939314,8.83200773107034,0,0.090126991151686,"CHTF8"
"71","A_23_P314712",0.200549724543612,0.00973580668100761,0.017575306353637,7.90597864108248,0.548755207653303,0.0352649584536438,5.60069274718867,0.0296126505664747,0.0873466366224163,"CABYR"
"72","A_23_P101246",0.266678356588803,0,0.0148109159677337,4.94662378413296,0,0.0161213639552407,9.34718487157141,1.62706184930934,0.113038533716692,"VSIG10L"
"73","A_23_P157865",0.223003608918013,0,0.0305319899841775,-10.1911168328247,0,0.112499849892544,6.75994480365342,2.85887676202591,0.0248415630075397,"TNC"
"74","A_23_P127948",0.316892724096245,0.00189374074208606,0.011018462804097,-11.327831502029,0.000596239373264392,0.10635076480242,10.0321075716005,0.497647730809593,0.148845264100456,"ADM"
"75","A_23_P106145",0.254509976259976,0.00393303351144329,1.53429736156233e-05,-9.4454856973314,0.0851581517735393,1.64769534732848e-06,8.13199768305871,0.0774418377162626,0.062987321047236,"ERO1A"
"76","A_23_P83736",0.159192851468595,0.0116213623144208,0.000136615607691723,-11.0104761407876,0.186108180821043,0.0490325927510067,8.55346612400806,0.000263183579827251,0.00792283789198505,"ING2"
"77","A_32_P140139",0.201606986187606,0.00830826954853865,0.0273270172075303,-11.4337151743641,0.00712028770029729,0.0142817976472705,7.38702839101313,7.81676817276279,0.0360799198921911,"F13A1"
"78","A_23_P330070",0.253945144738092,0.0304593814517581,0.0368548344603004,-9.61945222554181,0.326563590590794,0.398743628059533,6.10236821909809,5.60582754122848,0.153763070660813,"TFPI"
"79","A_23_P49924",0.193634155070199,0.0074362349592182,0.0149731472290576,0.864641075769512,0.0105199517043126,0.0691745475326278,6.85796167699592,0.154169181920261,0.144300429614171,"NT5C3B"
"80","A_23_P103486",0.248875321835565,0,0.0205033073613128,5.82546402387874,0,0.0181283860349547,8.53112437175765,3.06320004699604,0.169793686843218,"CYP2J2"
"81","A_32_P76720",0.157873725165375,0.0346495609539521,0.0227042986093335,2.86055128091555,1.20116154010596,0.635623172050771,5.05509703652415,0.200776366009166,0.0239742854550746,"NT5DC3"
"82","A_24_P413126",0.198770286315855,0.0125379907447491,0.00145895991333283,-6.57902022718726,0.659551375386111,0.410321978923771,9.39022603020956,1.41910986399234,0.00957143571957999,"PMEPA1"
"83","A_23_P122863",0.159062711860238,0.0175110219065373,0.0344324597891661,-11.734922129998,0.197519878477678,0.0660111822680971,6.84774590955262,4.55450037697872,0.0962986803735937,"GRB10"
"84","A_23_P121657",0.186157469847223,0.00657018259507298,0.00155401800372781,-4.5206136840609,0.110538319560046,0.402645674670788,6.10120599971229,2.21895822555692,0.0603644229686364,"HS3ST1"
"85","A_23_P53668",0.17724197421912,0.0069399029677779,0.0246590520393051,0.0688575833585713,7.18056550453766e-05,0.0135645165429136,7.76675073585708,0.0219817119631504,0.0272080651231514,"NFYB"
"86","A_23_P103775",0.244197606915214,0.0170727737829603,0.00424971606560772,-11.1828197573276,0.0135141627359288,0.019719102550308,7.01979528577968,0.0267343487888014,0.0306054105006805,"LRRC8C"
"87","A_23_P104318",0.215265660833624,0.0566096555729053,0.000111168199703705,9.03736570228908,1.27038603253626,0.0711411145895067,9.67196252910375,0.368474036123451,0.0476470203627,"DDIT4"
"88","A_23_P69437",0.18931101020875,0.0128319268378144,0.00675678644433309,-0.506509275436382,0.250919028437328,0.250939375352879,9.52744426024493,0.00819289892108093,0.0266759909766002,"YEATS2"
"89","A_23_P22660",0.190914588833432,0.00597625382584741,0.00102103058545571,1.69577199102095,0.0370908270706294,0.618075916885004,6.28396808467835,0.00214564392607554,0.0270991768129385,"CYSLTR1"
"90","A_23_P368996",0.178876054490867,0.00735149539851104,0.0157694957753444,3.78000431908666,0.532481863042749,0.0485270997445978,8.69579247037584,0.46684771457795,0.0517187758432821,"LRRC56"
"91","A_23_P166526",0.18529686262004,0.0336235023915183,0.0478240628284008,2.92930710014252,0.933125751625983,2.00240139698021,5.04391777117998,0.216164473375616,0.135722594909673,"RIBC2"
"92","A_23_P340848",0.195402125455708,0.0010148764792358,0.0205304166310478,-1.53157088477533,0.147899103718638,0.357032488938178,6.02496484123142,4.96786518770196,0.0541179139151144,"PTGIR"
"93","A_23_P337262",0.223361968988577,0.0014877662047303,5.99604714344826e-05,-11.0944286452038,0.00174096078914211,0.00798778415327627,12.2580520166047,0.494382541562334,0.0105699047361406,"APCDD1"
"94","A_23_P114713",0.547007091718016,0.0223580663188869,0.000730610760142464,3.7920836694686,0.175580475273535,0.0191419805491134,8.07773115107288,0.500995184091251,0.102957417808896,"CYP4B1"
"95","A_23_P121602",0.153323995948701,0.00885637749572601,0.0198901952005887,-4.30437233486991,0.085205877889913,0.216665409282205,8.01598335284891,0.445561895014443,0.0745570127039182,"SAP30"
"96","A_24_P301547",0.249725747037044,0.00126031610440521,0.0483440884804428,-1.13235824114793,0.00188554780949873,0.0635249237442401,7.23609269392473,0,0.0154678711369773,"C17orf80"
"97","A_23_P148821",0.287652771350727,0.00154904293036402,0.0254217443144035,1.53296956672218,0.00337132157271047,0.0354952359387466,7.40396093328281,0.00842072554577488,0.0266904892789896,"DPH5"
"98","A_24_P243749",0.46468767897787,0.00260558266102871,0.00183283509591582,4.24415262797021,0.0492361884057525,0.121996583028121,7.51678653963158,0.879555067622916,0.110441543087026,"PDK4"
"99","A_23_P103703",0.125110744812027,0.0157686432384671,0.00816469941648061,-9.42119900412093,1.07665068126371,0.110176254347399,5.28207150342863,2.87156546773964,0.0366801990323752,"HSPB7"
"100","A_23_P114947",0.238443287982616,0.00460127449921534,0.0203025726671509,-1.74748303007137,0.111815874476493,0.206487704547684,9.53819158741759,0.107236285470986,0.0325150422100764,"RGS2"
"101","A_24_P277934",0.370689477699979,0.0558198504800642,0.0756900262644475,10.0100561915814,0.245690401639785,0.406803486936169,11.3078748197942,20.7695851604401,0.280247465915207,"COL1A2"
"102","A_23_P115861",0.286296908029988,1.98755421349027e-08,0.025336888195901,0.0241090515146373,0.00608662619192244,0.0790834299721542,5.97182238304359,0.108711934706979,0.0309543011155473,"ZNF485"
"103","A_23_P64990",0.475389463483688,0.00983845574930454,0.0743640054969108,-0.01490741040512,6.63092188884963e-07,0.00256022742911724,6.7428602260485,0.00215810822945959,0.0327148297232694,"RAD52"
"104","A_23_P38567",0.309799974031544,0,0.0024619917953087,-10.444006102867,0,0.106341099476611,7.34901510878901,1.49039410018993,0.0466226025635419,"SPECC1"
"105","A_23_P36464",0.303964242518178,4.35460284526752e-06,0.0387348166981114,-0.442346900878711,0.00348293387051871,0.0138367761752244,7.44962544744677,0.0100432634776578,0.0269967060487376,"INTS13"
"106","A_23_P397376",0.292300363821246,0.00380262547073364,0.000910525544564344,-10.8697061409626,0.0214402956771612,0.285070420152301,10.9717664325399,0.505424346248706,0.0435881919539424,"MAF"
"107","A_24_P323084",0.206637803732358,0.00417343118616613,0.0180043824260583,-0.730178762310943,0.129603976149744,0.137968662431134,7.21830063328526,0.0921875499141057,0.0181156134089621,"LINC00482"
"108","A_23_P110837",0.198626183679821,0.00449320058859255,0.00613643518696902,-8.31139586044317,0.0671743895069413,1.15265365931508,10.5290278842525,0.121353853283432,0.0685340827938898,"IRX4"
"109","A_23_P424712",0.420984174895685,0.00515268102026966,0.0549448360799401,-0.58815887624351,0.00278920895436415,0.0453657923799704,8.51397909851558,0.00614161518003244,0.0458756454951384,"CCDC142"
"110","A_32_P181020",0.199911100739885,0.0060566579335858,0.0204924857145989,0.309960436789533,0.00100234786211627,0.0180043532664161,7.57566777116868,0.000225811160537574,0.0358520255167543,"DXO"
"111","A_23_P8400",0.191434468008496,0.000954334874666006,0.0130551406726244,2.55317464692768,0.0417592596757016,0.101721733184302,8.123325692492,0.0960243517645273,0.0293454345829402,"CDK5"
"112","A_23_P19590",0.281690225276391,0,0.00995251720769025,-11.295337471164,0,0.148034242656479,11.4660964317872,1.12906498689325,0.114371355796179,"EZR"
"113","A_23_P307392",0.170478256484048,0.00160551970798672,0.034411511898582,6.27223973165392,0.487086768293597,0.581491014347241,5.51705648933635,0.208955652711912,0.035152096267751,"DPF3"
"114","A_23_P129133",0.115031413839719,0.000792236958733284,0.000168934898479196,-11.3926640144605,2.32843327751543,1.26131286737729,6.62743492915175,0.0468914170550206,0.129562841838147,"OCA2"
"115","A_23_P107432",0.305545121487846,0.0162719310583795,0.0607125726828095,-0.249203683227924,0.01792898046284,0.375381595840159,5.15584879092879,0,0.0518113140142478,"LINC02076"
"116","A_23_P130343",0.213713912684175,0.00666092839107491,0.0131247825559918,3.47286029726358,0.240521404585959,0.0085137565444828,10.0532638097854,0.209031136350407,0.0349067797981667,"KCTD1"
"117","A_23_P212617",0.190934820641648,0.0451742109333008,0.0107738544987069,-3.57696795578314,0.670864751075036,0.0488753149561362,9.36873091383036,0.00388375458956131,0.0841272003516405,"TFRC"
"118","A_23_P131383",0.238160785624079,0.00501479549126601,0.00413911937307926,1.45132070673294,0.0664922865945273,0.0112686938420179,9.1296108389804,0.0629533345864591,0.0309347745833546,"FANCL"
"119","A_23_P401547",0.243604128239535,0.0600089059789183,0.00653866827689401,0.0559129890145133,0.000216706099235071,0.0298896598232493,5.97515220068492,1.76642281207341,0.135941025615999,"NECTIN3"
"120","A_23_P202737",0.310403493561943,6.18583973797544e-12,0.0564917875696501,-0.905154639520748,1.10074790735122e-09,0.0118446816363303,6.22878499883689,0.0204461506458528,0.092106069122247,"JRKL"
"121","A_23_P200489",0.48384598903393,0.0394275979931459,0.0345166513968291,1.6926588548603,0.037938086681614,0.00656328595771533,6.25901824700565,0.132531353617149,0.0499585978057803,"TMEM63A"
"122","A_23_P40956",0.324732988218106,0.00136791443166475,0.00961846845884613,-10.7964099724906,0.122089939691735,0.0800076028012993,5.84186159125205,0.0328195520092026,0.0505975229770955,"GHRL"
"123","A_23_P9255",0.137879149130856,0.0165080344831809,0.0120909621199958,-0.449345570818176,0.0512400731659707,0.00398772809287196,8.47266480004712,0.47571514996854,0.0355655668984053,"SYK"
"124","A_23_P161998",0.188536933161461,0.00859033471934996,0.0182411217522818,-11.4300629002528,0.00546119801979681,0.357194996449848,5.42586245043692,0.0670916411809399,0.220509814460698,"HPX"
"125","A_23_P380881",0.335100589758403,0,0.0109722919995311,-0.00848842828005429,0,0.238534548414491,5.34334999103747,0.0812720562585205,0.0556489031804906,"ANKRD13B"
"126","A_23_P216023",0.216392570755614,0.00828640558280802,0.00746387565760519,6.76284557265001,0.00725017705779999,0.103209867826707,5.38855257132751,2.24589210631836,0.0332563959407076,"ANGPT1"
"127","A_23_P321935",0.261190792987914,0,0.0396343422813318,-10.7928141039273,0,0.685428898316144,6.26411691369721,0.0924775960856323,0.0668872268502088,"OSBP2"
"128","A_23_P14559",0.212511827901815,0.00520524505031488,0.021512177258662,0.176625809691488,0.000246797029658658,0.0231289626652638,6.60823838256656,0.0037140943474289,0.0952249173733735,"RIPK3"
"129","A_23_P19663",0.331275503660829,0.0375355265764522,0.0160949167206049,10.8971282993799,0.127521231710155,0.0852115183247096,6.45971145130075,4.53343839533508,0.17003249015734,"CTGF"
"130","A_23_P20532",0.461543080627993,0.0247292756545293,0.0148620736959602,-11.6264875907861,0.00111714333003079,0.0352112728530665,7.29461996839759,0.268164831909652,0.0772855536806841,"CNTNAP3P2"
"131","A_23_P257649",0.167911994463032,0.00163506649889569,0.00573875733724434,-10.5995639732827,0.0204391142624096,0.169929591454171,8.98455179170473,0.424452427070916,0.0638535254562541,"RBP1"
"132","A_32_P30905",0.245490066729309,4.36182645178027e-10,0.0104370558236993,2.44929384377958,1.21660545630657e-08,0.251214165140301,7.50791766779632,3.01568591191355,0.099362123662592,"WDFY4"
"133","A_23_P119040",0.12875846442343,0.015790738611301,0.00045426586858271,-8.93453308472773,1.02007131902256,2.58024773492826,4.97840888894024,0.813519078503117,0.0431621453140414,"GREB1L"
"134","A_23_P84995",0.139798122468732,0.0112825054294823,0.0180515563884056,0.777992687189896,0.024627473170286,0.162969544037345,5.01498515507556,0.0482285977856788,0.00946845322972947,"MTMR8"
"135","A_23_P106898",0.204106344897132,0.00369376986901944,0.0207449952023962,-5.05896183333145,0.00560705356900927,0.416246392420452,5.65442343108474,0.338659231377813,0.225458842316709,"ORAI3"
"136","A_24_P373174",0.164968818698656,0.00989172611336115,0.00222286107340968,1.94658621192278,0.193824110568533,0.39940906166,6.41224088937994,0.00695875662682907,0.01040235001688,"RAB27A"
"137","A_24_P173124",0.280139690212349,0.000179972801395749,0.0285649763787204,-1.5304362063922,0.0127816446909998,0.0739878435274573,6.16864812846796,0.0112302038572225,0.0525733533054889,"FLCN"
"138","A_23_P377339",0.291989896738696,0.0128384747796515,0.0186906204995278,1.72854761159359,0.0868148691854155,0.0943479409439278,5.61049469644569,0.431314899399913,0.0550777233719143,"C4orf36"
"139","A_23_P211039",0.179245541930938,0.00766052357179264,0.00556853325595792,2.36619671341305,0.121247188820148,0.0116830454465472,7.42854593382404,1.63749798511524,0.0569644501715824,"ADAMTS1"
"140","A_23_P52531",0.185894266276155,0.0129722071955834,0.00611676114597967,0.795445825660177,0.058948845259235,0.469035300821879,6.48870300612626,0.0371092626386875,0.0218868815555697,"FAM24B"
"141","A_23_P414713",0.301692160743108,0.00893972505087676,0.0488144011523339,1.05190228897446,0.00784221251104602,0.023338092297295,6.10113873988198,0.00288475854348879,0.0638507348582113,"ZNF528"
"142","A_23_P215720",0.271898590353425,1.5728645290184e-11,0.0250321392649492,3.47886527522339,3.53166908738834e-10,0.457338821117673,6.00453456455735,1.46884993463747,0,"CFTR"
"143","A_32_P149174",0.255594110841494,0.00179931154314722,0.00617632906714037,-8.31627592594892,0.0572558823575911,0.272951353016884,8.34148938309781,0.046226436742078,0.0284454537472998,"C6orf226"
"144","A_23_P31224",0.210659231547633,0.00300407009464287,0.0110017482753725,0.88576301786369,0.00377477393108187,0.0686987413159978,8.22270534598407,0.0380681713405995,0.133996592026292,"PILRA"
"145","A_23_P85903",0.466684397556085,0.0355220344407049,0.0300703321401154,2.15124911013738,0.0750582398094774,0.133062005971473,6.31344318694925,0.204974868863801,0.0614377626211708,"TLR5"
"146","A_23_P91414",0.232858615688389,0,0.00435209057000052,3.71265596127985,0,0.150465221994214,5.06079385938409,2.68684899201109,0.0278538366429096,"CCM2L"
