"","Symbol","time","subject","Residuals"
"350","RXRB",0.0261296731683445,0.204878260739815,0.76899206609184
"351","ZNF438",0.0685425856771431,0.00219541230917284,0.929262002013684
"352","CYBRD1",0.152781403872198,0.592842140949273,0.254376455178528
"353","MCAM",0.00487771495845875,0.0496600620538296,0.945462222987712
"354","ABHD3",0.137248143163725,0.154116912710638,0.708634944125637
"355","SLC24A1",0.14929946201248,0.0538029543084779,0.796897583679042
"356","FN1",0.0688221576554737,0.179476752761902,0.751701089582624
"357","TMEM116",0.458190966608914,0.312216785296684,0.229592248094402
"358","TTC7B",0.184458362374802,0.484358539616296,0.331183098008901
"359","EVL",0.523752788103861,0.186592257835718,0.289654954060421
"360","NSUN5P1",0.334883322891141,0.189115130076428,0.47600154703243
"361","TMEM8B",0.512164847256867,0.144782734443963,0.34305241829917
"362","ANGEL1",0.163820049882838,0.150423735173837,0.685756214943325
"363","ADCY4",0.331522326866861,0.255780414503867,0.412697258629272
"364","PKNOX1",0.260247543103874,0.17545517269344,0.564297284202686
"365","CLUAP1",0.0914423503087741,0.0922314979100648,0.816326151781161
"366","IRX6",0.0869262876678432,0.104223648495135,0.808850063837021
"367","HYKK",0.133806640810025,0.124832495702136,0.741360863487839
"368","ZBTB47",0.447846827924777,0.326017854257909,0.226135317817314
"369","ROR1",0.408735908786872,0.184399200941884,0.406864890271244
"370","NRIP3",0.0340535813941022,0.00127984767029607,0.964666570935602
"371","ZFHX2",0.442543887560026,0.0382767600047751,0.519179352435199
"372","ZKSCAN4",0.0577600391262101,0,0.94223996087379
"373","NEK1",0.215216806449862,0.0223624827028664,0.762420710847271
"374","SPARCL1",0.0845906049044869,0.188061526331335,0.727347868764178
"375","JPT2",0.44668131984337,0.0574465371609344,0.495872142995696
"376","TNFAIP2",0.0525202707996129,0.724674018632167,0.22280571056822
"377","GJB2",0.135313751637185,0.15050939381126,0.714176854551556
"378","DIRAS3",0.0538198812104514,0.116217430102683,0.829962688686866
"379","SEC22C",0.0775621854302279,0.198740298115913,0.723697516453859
"380","LRRC39",0.372799922918534,0.159625231351529,0.467574845729938
"381","IFRD2",0.428015564176001,0.240277309918801,0.331707125905199
"382","LAMC2",0.482500294620985,0.215337953512736,0.302161751866279
"383","ATP6V1E2",0.387207904343738,0.110917368270923,0.501874727385339
"384","GAMT",0.0952681548958779,0.350677802193983,0.554054042910139
"385","FUT2",0.091534835018345,0.541958779775772,0.366506385205883
"386","ARFRP1",0.134428955223625,0.36084724014534,0.504723804631036
"387","CHD1",0.21320624970109,0.252484284820278,0.534309465478632
"388","AP4B1",0.118870994732362,0.163906675909434,0.717222329358205
"389","ZNF540",0.129039900469988,0,0.870960099530012
"390","DCLRE1C",0.196150169413433,0.180924186463802,0.622925644122766
"391","TRMT10A",0.263730814804896,0.157473900814868,0.578795284380235
"392","HEXIM2",0.303597087952043,0.338787954690433,0.357614957357524
"393","LUM",0.0640200722249979,0.22685725292039,0.709122674854612
"394","MED16",0.0829606053193595,0.130446483594837,0.786592911085804
"395","TMEM206",0.130343801855391,0.0407985465509912,0.828857651593617
"396","CHKA",0.304112466946167,0.0753263313669778,0.620561201686855
"397","SLX4IP",0.249980900449551,0.12376883589136,0.626250263659089
"398","CYHR1",0.557965537964944,0.0863105757932471,0.355723886241809
"399","ZDHHC23",0.100556446365354,0.292696731879939,0.606746821754707
"400","FOXN3-AS1",0.523163889815571,0.022373608192204,0.454462501992225
"401","TRIQK",0.128423158057379,0.0708850098968459,0.800691832045775
"402","SLC25A4",0.245815447890964,0.468330765984662,0.285853786124374
"403","PER2",0.250445613614489,0.0778121186695897,0.671742267715921
"404","GUCA1B",0.141996485598498,0.509530939623171,0.348472574778331
"405","DNASE2",0.0184092361855983,0.329587992687021,0.652002771127381
"406","IRS2",0.225358626228055,0.356600948507069,0.418040425264876
"407","CALM1",0.14132027423489,0.0356826060260729,0.822997119739037
"408","PDE4DIP",0.0746098165842657,0.176368222587626,0.749021960828108
"409","ABLIM2",0.241895400550659,0.309208272791621,0.44889632665772
"410","ZCWPW1",0.315661301551359,0.226008703900707,0.458329994547934
"411","ST6GAL1",0.0924963255960085,0.345392349781252,0.56211132462274
"412","DNAL1",0.0960528502356387,0.184402097438004,0.719545052326357
"413","RAD23B",0.419471996620779,0.256266376639264,0.324261626739957
"414","PFN2",0.0604017004404637,0.490711774843093,0.448886524716443
"415","CIART",0.435322413186901,0.265638041709648,0.299039545103451
"416","EMID1",0.129011102789128,0.0576134115493912,0.813375485661481
"417","TNFAIP8L2",0.173482965661637,0.445753302237778,0.380763732100584
"418","ANKAR",0.122340710086543,0.0219935890176456,0.855665700895811
"419","ATF3",0.259760458599322,0.0443781300431479,0.69586141135753
"420","ELOVL6",0.212197289039812,0.354970296736846,0.432832414223342
"421","FAM107B",0.253004939426414,0.394697644809149,0.352297415764437
"422","APTX",0.544941280714718,0.0360710012861738,0.418987717999108
