"","Symbol","time","subject","Residuals"
"1","PSMC3IP",0.16969120497785,0.161153616570698,0.669155178451452
"2","PDK1",0.495377062496976,0.110020602660509,0.394602334842515
"3","HIC1",0.161505594693738,0,0.838494405306262
"4","EXOC6B",0.217405252218232,0.409060733916153,0.373534013865616
"5","MAN1B1-DT",0.233934377767643,0.158392521238604,0.607673100993753
"6","SSPN",0.231171105236993,0.0416553009607187,0.727173593802288
"7","COL15A1",0.145859383823768,0.147107494710021,0.707033121466211
"8","ARL4A",0.199721376895458,0.438070836194539,0.362207786910004
"9","CCL2",0.171479553768683,0.237543574674631,0.590976871556685
"10","MT1E",0.341215798807608,0.237767179226695,0.421017021965697
"11","ZDHHC16",0.284509544135819,0.0124149708622023,0.703075485001979
"12","PPM1J",0.323532677307907,0.177656899735835,0.498810422956258
"13","SLAMF7",0.267574410828608,0.307613377396783,0.42481221177461
"14","PDZD2",0.37028075666005,0.302140639499992,0.327578603839958
"15","ZMYND12",0.115895750619851,0.0309312634190756,0.853172985961074
"16","SLC27A1",0.27890648087874,0.268086666180929,0.453006852940331
"17","CCDC9B",0.251206821934638,0.399465118695852,0.349328059369511
"18","HSP90AA1",0.30720588461595,0.408751828621244,0.284042286762806
"19","SEPT9",0.253564964390251,0.337753052422288,0.408681983187462
"20","APOM",0.179853244210285,0.132281090797207,0.687865664992508
"21","AP2A2",0.523756266979346,0.142720927384268,0.333522805636386
"22","COL13A1",0.0959148147259808,0.487125514235362,0.416959671038657
"23","DHODH",0.0821183661012591,0.0598564965258415,0.858025137372899
"24","SP110",0.281520323544468,0.259126067811909,0.459353608643623
"25","DUSP2",0.144588357848298,0.304358087891459,0.551053554260243
"26","STYXL1",0.313329292943918,0.28330704983834,0.403363657217743
"27","TRMT1L",0.187032578420758,0.335903370480439,0.477064051098803
"28","AR",0.204958184379379,0.494439490648462,0.300602324972159
"29","HNRNPH3",0.545134502096527,0.144864370941847,0.310001126961626
"30","OMA1",0.294838806654078,0.125740511668943,0.579420681676979
"31","MINPP1",0.184538668832801,0.408510388794941,0.406950942372258
"32","ATF7IP",0.368087050361848,0.438767837219429,0.193145112418723
"33","CMTM1",0.270902415651036,0.377816952756896,0.351280631592067
"34","PLA2G4A",0.0901083746350303,0.299522402058599,0.610369223306371
"35","PRR15L",0.131190125363328,0.563472486776323,0.305337387860349
"36","C1orf74",0.250638402728676,0.245975786532752,0.503385810738572
"37","IFRD1",0.314098388244012,0.172140044519909,0.513761567236079
"38","BCL3",0.214368652631805,0.462409014143034,0.323222333225161
"39","RBM4",0.162324392658699,0.0741156069097215,0.76356000043158
"40","ZNF767P",0.0702122879347633,0.00394683595183602,0.925840876113401
"41","JPT1",0.360078896309853,0.240446227946138,0.399474875744008
"42","CDR2",0.117137773179468,0.0853174925705883,0.797544734249944
"43","PLAU",0.33899191049832,0.327570261527713,0.333437827973967
"44","AQP1",0.239625309804999,0.250825778407576,0.509548911787425
"45","ELL3",0.591173308826454,0.210581216898677,0.198245474274869
"46","GPER1",0.338173629688022,0.238030905956508,0.42379546435547
"47","LDLR",0.366353384035661,0.14414814341731,0.489498472547029
"48","BRCA1",0.299503035346459,0.117120073048205,0.583376891605335
"49","POLA1",0.60517416795742,0.103639903113722,0.291185928928858
"50","MFAP1",0.118225483241294,0.146739577172447,0.735034939586259
"51","PCDHGA12",0.285842606562942,0.0223477433855059,0.691809650051552
"52","C2orf42",0.382240823149645,0.00850410645812577,0.609255070392229
"53","SH3BP5L",0.274488691160878,0.354906175666697,0.370605133172425
"54","GEMIN6",0.0924839424534057,0.070550922445042,0.836965135101552
"55","DHCR24",0.425048123228076,0.310053276565979,0.264898600205945
"56","ARG2",0.0957793062706912,0.188294764244763,0.715925929484546
"57","DAPK2",0.0589202402205213,0.148044652147914,0.793035107631565
"58","CHTF8",0.105908828595531,0.318411363569549,0.57567980783492
"59","TNC",0.0236896788282221,0.128196366091736,0.848113955080042
"60","ERO1A",0.328721478912501,0.334431016768686,0.336847504318814
"61","ING2",0.377518872879247,0.17514407134648,0.447337055774273
"62","F13A1",0.0379903734814321,0.181878926875687,0.780130699642881
"63","NT5C3B",0.106343610699148,0.270302514031724,0.623353875269128
"64","NT5DC3",0.132401455077953,0,0.867598544922047
"65","PMEPA1",0.35003929502562,0.0785625381149041,0.571398166859476
"66","HS3ST1",0.0780154379017298,0.331598128730313,0.590386433367957
"67","ZSCAN32",0.0790097684994145,0.15017124941091,0.770818982089675
"68","NFYB",0.105372991033281,0.12944713259472,0.765179876371999
"69","LRRC8C",0.34761897763878,0.187883071947584,0.464497950413635
"70","DDIT4",0.193003135953335,0.156678082214408,0.650318781832258
"71","LRRC56",0.29787508885855,0.317410184526614,0.384714726614836
"72","RIBC2",0.129392541667543,0.281329733318871,0.589277725013586
"73","APCDD1",0.282375925703088,0.0244748321877941,0.693149242109118
"74","CYP4B1",0.61779930769548,0.19158693676502,0.1906137555395
"75","ACTR3",0.475164709335231,0.222682243943533,0.302153046721237
"76","SAP30",0.114471215094862,0.224829142783018,0.660699642122119
"77","C17orf80",0.0735377688134336,0.00164691995690718,0.924815311229659
"78","DPH5",0.185741967952132,0.13855045396672,0.675707578081148
"79","PDK4",0.179572119979976,0.23782056019219,0.582607319827834
"80","RGS2",0.110007722368643,0.153691101535815,0.736301176095542
"81","COL1A2",0.097007591788338,0.344714152734687,0.558278255476975
"82","ZNF485",0.311977426217054,0.138388620992432,0.549633952790514
"83","RAD52",0.375374674450021,0.048323571406494,0.576301754143485
"84","INTS13",0.053539039701202,0.0057167524593571,0.940744207839441
"85","MAF",0.441512586489447,0.228958939339401,0.329528474171152
"86","IRX4",0.15762209425249,0.474258059627735,0.368119846119776
"87","CCDC142",0.325901320874938,0.167147171028014,0.506951508097048
"88","DXO",0.144812377864368,0.0983325611587976,0.756855060976834
"89","EZR",0.330568806733842,0.334980725844943,0.334450467421215
"90","DPF3",0.108222610074854,0.235945856979435,0.655831532945712
"91","NR4A3",0.130247538593042,0.46126117689731,0.408491284509648
"92","LINC02076",0.159499630244575,0.0918192690413142,0.748681100714111
"93","KCTD1",0.450436814184594,0.216281660344137,0.333281525471269
"94","TFRC",0.311899872953872,0.224628205652083,0.463471921394045
"95","FANCL",0.397917426903952,0.106762279042148,0.495320294053899
"96","NECTIN3",0.212348586955862,0.190707850192025,0.596943562852114
"97","JRKL",0.0988053398857481,0.260195631536718,0.640999028577534
"98","TMEM63A",0.385556446537127,0.152780483563834,0.461663069899039
"99","GHRL",0.262479146949725,0.149217985158422,0.588302867891853
"100","HPX",0.0813548564944963,0.491895518104948,0.426749625400555
"101","ANKRD13B",0.100930336361621,0.105119724663572,0.793949938974807
"102","RIPK3",0.0908740461511324,0.291508403874116,0.617617549974752
"103","CNTNAP3P2",0.360661175309548,0.042884568151929,0.596454256538523
"104","WDFY4",0.10158990791397,0.180852892052596,0.717557200033434
"105","MOSPD2",0.0682820895522808,0.476662187008928,0.455055723438792
"106","ORAI3",0.149733901034571,0.494003881324841,0.356262217640588
"107","RAB27A",0.243508117458042,0.128455830160027,0.628036052381931
"108","FLCN",0.218807730006133,0.150212825624928,0.630979444368939
"109","C4orf36",0.244591849836509,0.224118406537745,0.531289743625745
"110","ADAMTS1",0.209702966961801,0.0789110912395396,0.711385941798659
"111","FAM24B",0.269185479177796,0.0624672109957796,0.668347309826425
"112","ZNF528",0.159235724070601,0.118562889708897,0.722201386220502
"113","GJA1",0.326109045433705,0.159674126219725,0.51421682834657
"114","TLR5",0.332955180847155,0.0843103717551971,0.582734447397648
"115","NSMCE1",0.0561927039214306,0.157821750043491,0.785985546035078
"116","IQCN",0.309492371667075,0.346675002947242,0.343832625385683
"117","SCAMP5",0.102642166815197,0.132313854276585,0.765043978908218
"118","PIGF",0.49195113392708,0.0523948700694583,0.455653996003462
"119","CHST3",0.155583429503102,0.234377631247725,0.610038939249173
"120","SCLY",0.271283384008391,0.142711358294115,0.586005257697495
"121","XKRX",0.151137580173484,0.128412297555918,0.720450122270597
"122","C1QTNF3",0.15881125842995,0.0205022038876749,0.820686537682375
"123","ACYP1",0.261231683660291,0.0257475522175244,0.713020764122184
"124","EYA2",0.0698191114163267,0.597779404738859,0.332401483844814
"125","TRNAU1AP",0.0691357595735808,0.135531423469371,0.795332816957048
"126","SLAMF8",0.226817030863241,0.224033149532116,0.549149819604642
"127","LAMP3",0.121050579935372,0.532445299688419,0.346504120376208
"128","KBTBD3",0.0970493774271002,0.0374034449441128,0.865547177628787
"129","CNGA1",0.267080940292823,0.189008976674596,0.543910083032581
"130","MAGEH1",0.150889479842996,0.051303135225965,0.797807384931039
"131","ITPRIP",0.191536810867052,0.32793461141989,0.480528577713058
"132","RAB4B",0.124706423880123,0.137309487652414,0.737984088467463
"133","UBE2T",0.0979502770113777,0.0976414064670459,0.804408316521576
"134","LRTOMT",0.054900216269211,0.0948217267459541,0.850278056984835
"135","CAD",0.0972680644706171,0.191841640073376,0.710890295456007
"136","VWF",0.129387137193883,0.0198881908362105,0.850724671969907
"137","TMEM138",0.0565962955758662,0.163351089403348,0.780052615020786
"138","SORCS2",0.0867589369175481,0.464292938399373,0.448948124683079
"139","UBXN8",0.139503347805712,0.117429012068458,0.74306764012583
"140","TTC39A",0.15004569846005,0.0256962371650201,0.82425806437493
"141","TIMELESS",0.0984190161547101,0.077964047565886,0.823616936279404
"142","MED18",0.0368561591654176,0.2664436110798,0.696700229754782
"143","ADK",0.550588740175713,0.00798415057187766,0.441427109252409
"144","GAL3ST4",0.241273321478414,0.30129601407477,0.457430664446816
"145","EPHA1",0.146408705720057,0.290387466225525,0.563203828054418
"146","HAS3",0.353076555531743,0.165495362227944,0.481428082240313
"147","BRD8",0.465241302860536,0.129984470305752,0.404774226833712
"148","MT1F",0.138301374736282,0.186972217723449,0.674726407540269
"149","KCNN4",0.372497858945334,0.273250581172337,0.354251559882328
"150","DOCK4",0.0522433127918468,0.385692872411913,0.56206381479624
"151","MPI",0.137650761233087,0.213938652116127,0.648410586650786
"152","ARHGEF16",0.18147884987288,0.110764311794701,0.707756838332419
"153","TIGD7",0.39458331660752,0.255724981271684,0.349691702120796
"154","PLEKHA1",0.475946586852476,0.196740806531065,0.327312606616458
"155","LINC00339",0.0441840745470735,0.196981838202799,0.758834087250127
"156","MYB",0.358648473108601,0.207823434834848,0.433528092056552
"157","SLC16A13",0.46222943416935,0.245473005770098,0.292297560060552
"158","IPO13",0.122919527671737,0.27001414351287,0.607066328815393
"159","TTC32",0.567544093377585,0.205437706957175,0.22701819966524
"160","ZMYM1",0.0657620099284423,0.333678194847503,0.600559795224055
"161","DCLRE1A",0.125273433132938,0.10611435955821,0.768612207308852
"162","RAB11FIP3",0.322818206044979,0.310301973625712,0.366879820329308
"163","VILL",0.301592131760241,0.14828706261629,0.550120805623469
"164","ACCS",0.0812266418858022,0.376237182697498,0.542536175416699
"165","KLF9",0.226044456178767,0.379824821640982,0.394130722180251
"166","NAGA",0.0621865069563369,0.0886281479445505,0.849185345099113
"167","FZD10",0.433888712782228,0.247429490917887,0.318681796299885
"168","ZNF550",0.028197580074213,0.108267569594,0.863534850331787
"169","HSPD1",0.357094582241874,0.183189962634241,0.459715455123885
"170","KRCC1",0.044532637884632,0.205716065581276,0.749751296534092
"171","NAIP",0.0737659560627049,0.654806631073361,0.271427412863934
"172","KLHL35",0.161035627582013,0.232636154636035,0.606328217781952
"173","IPMK",0.266597474476453,0.121886459027242,0.611516066496305
"174","ASB2",0.150892126303921,0.153164574755678,0.695943298940401
"175","CCDC22",0.0256723540988168,0.024980306143138,0.949347339758045
"176","JUNB",0.0596459053300042,0.268704377526903,0.671649717143093
"177","TGFB1",0.160597934818987,0.360759160514071,0.478642904666941
"178","MET",0.375047736921819,0.188429077237908,0.436523185840273
"179","SYNE4",0.232482057660067,0.154573388910504,0.612944553429429
"180","EGR1",0.30049448780653,0.0515947300561637,0.647910782137306
"181","UBL7",0.133630934804051,0.0660541721935826,0.800314893002366
"182","A2M",0.0949259897979498,0.198034135744891,0.70703987445716
"183","MT1M",0.306450431697107,0.346706813881986,0.346842754420908
"184","DTL",0.100024581125466,0.140693441877758,0.759281976996776
"185","GLIPR1L2",0.265759828927322,0.262658324695438,0.47158184637724
"186","SEPT8",0.146147049624145,0.240527859951597,0.613325090424258
"187","SLC6A10P",0.0952329866615746,2.48249238037527e-15,0.904767013338423
"188","HNRNPLL",0.219275834913057,0.0478446898488266,0.732879475238117
"189","BCDIN3D",0.304730802018932,0.120726458660066,0.574542739321002
"190","KYAT1",0.122357277613931,0.198183684712776,0.679459037673292
"191","ZNF449",0.0968031483754373,0.182727508688975,0.720469342935587
"192","SLC39A10",0.193109951606763,0,0.806890048393237
"193","GARNL3",0.101752206812249,0.00278983106602565,0.895457962121726
"194","EFCC1",0.0904550873066446,0.141175575231493,0.768369337461862
"195","ASPA",0.148233635764737,0.310462629067891,0.541303735167372
"196","DET1",0.377119009180088,0,0.622880990819912
"197","HIST1H1D",0.289413602633786,0.400473957784843,0.310112439581371
"198","IL1RL2",0.213511428166158,0.176042549614475,0.610446022219366
"199","HENMT1",0.355673614846333,0.230952809987979,0.413373575165689
"200","CNTNAP3",0.543199847031479,0.114599196183451,0.34220095678507
"201","TMCC2",0.208653623037826,0.282098688910263,0.509247688051911
"202","C10orf95",0.167422927374388,0.123420812359549,0.709156260266063
"203","NECTIN1",0.464278189681446,0.278368419498434,0.257353390820121
"204","TEF",0.13204525021599,0.258340030794115,0.609614718989894
"205","SLC16A10",0.221875026161703,0.206144353655528,0.571980620182769
"206","TEX261",0.166461914854779,0,0.833538085145221
"207","IGSF9",0.403436725996589,0.188459063887835,0.408104210115576
"208","GNG11",0.0765786792161162,0.283600756584091,0.639820564199793
"209","CSTF2",0.435948814254927,0.0976957591924706,0.466355426552602
"210","CHRNA10",0.237468569439816,0.0931434776407944,0.66938795291939
"211","ITFG2",0.0909027270518834,0.0263853904514504,0.882711882496666
"212","QPRT",0.142185452426368,0.377428135571383,0.48038641200225
"213","BTD",0.146227904305808,0.267286251021664,0.586485844672528
"214","C1orf210",0.0433768433217864,0.0357167776761799,0.920906379002034
"215","ZNF436-AS1",0.17584250232653,0.160249568199955,0.663907929473515
"216","GINS2",0.121152972526606,0.215946322967864,0.66290070450553
"217","C1R",0.130331061690504,0.0655509685170176,0.804117969792478
"218","LINC00174",0.20708890160533,0.211038335532461,0.581872762862209
"219","MPEG1",0.106006242132138,0.33618484883616,0.557808909031702
"220","ZBTB16",0.63621234513518,0.0414053684293961,0.322382286435424
"221","PDGFRA",0.0136679875246778,0.000184935564353624,0.986147076910969
"222","ZBTB2",0.213366409000158,0.235938542819824,0.550695048180018
"223","STX1A",0.325484650658334,0.0206297522172468,0.653885597124419
"224","FAM221A",0.231309655467012,0.215838736409147,0.552851608123841
"225","RAD51D",0.136808807101221,0.0866034096810029,0.776587783217776
"226","TAPT1",0.182314437602244,0.35268781664265,0.464997745755106
"227","KLF2",0.350016592165625,0.132881160991542,0.517102246842833
"228","FAM124B",0.287987082146389,0.0536140603754855,0.658398857478126
"229","MTFP1",0.162813427892589,0.147219666947295,0.689966905160116
"230","ZMYND8",0.129876860735681,0.207460736080294,0.662662403184024
"231","TMOD4",0.0198496731832794,0,0.980150326816721
"232","MGAT4A",0.297173432646931,0.0478007984282332,0.655025768924836
"233","RCCD1",0.181873667359651,0.254039900687834,0.564086431952515
"234","MKKS",0.102508506123732,0,0.897491493876268
"235","C5",0.25879965329967,0.184414224850774,0.556786121849556
"236","PLEKHO2",0.0821161362741414,0,0.917883863725859
"237","CLEC3B",0.348013400225534,0.154265650990095,0.497720948784371
"238","DEFB103B",0.153891385749035,0.403004213823731,0.443104400427234
"239","HCAR2",0.0991007961997413,0.102952960433226,0.797946243367033
"240","ZNF559",0.115512346160091,0.292845651264261,0.591642002575648
"241","B3GNT3",0.0628099214283848,0.714271008027405,0.22291907054421
"242","SRSF7",0.304257442112522,0.177659280244973,0.518083277642504
"243","ELF3",0.100102204093277,0.318713943779813,0.58118385212691
"244","NCDN",0.0896906614315374,0.147182708188707,0.763126630379755
"245","DUSP1",0.473854413141382,0.163847048998876,0.362298537859742
"246","NPR2",0.148965608777887,0.315329379887472,0.535705011334642
"247","DBP",0.275742530084731,0.266437687837799,0.45781978207747
"248","PER3",0.491571483002562,0.0328130931255001,0.475615423871938
"249","NUDT13",0.169878850277817,0.0614665482905937,0.76865460143159
"250","TRMT13",0.0806142466490668,0.143369150252576,0.776016603098357
"251","NFE2",0.162994056698202,0.279842988148723,0.557162955153075
"252","PGAM5",0.121423957405455,0.0310792606496174,0.847496781944927
"253","EFNB3",0.143622058416303,0.275699218154722,0.580678723428975
"254","FANCC",0.263311817659692,0.0141123904757391,0.722575791864568
"255","CHIC2",0.1393989623557,0.255369312460216,0.605231725184084
"256","FMOD",0.0729907381007982,0.431672763282664,0.495336498616537
"257","PABPC1L",0.320449266270146,0.14427962478402,0.535271108945834
"258","CAMTA2",0.144222213646602,0,0.855777786353398
"259","TTC22",0.0817538308596399,0.54227361883213,0.37597255030823
"260","DUOX2",0.301775760005249,0,0.698224239994751
"261","TRMT10B",0.111655279753327,0.262824029651259,0.625520690595414
"262","OGG1",0.346395026742779,0.143204200930813,0.510400772326408
"263","CCL26",0.155366905511428,0.200442253775927,0.644190840712645
"264","SUOX",0.120072673354531,0.321764842349497,0.558162484295972
"265","RRAD",0.142363701457041,0.133915880928232,0.723720417614727
"266","ZNF701",0.22503185319788,0.0721195695655132,0.702848577236607
"267","ACTG1",0.166746229761417,0.432507621463472,0.400746148775111
"268","HSCB",0.0850908530035324,0.107797536757135,0.807111610239333
"269","LIMA1",0.0989358488905581,0.216797203952123,0.684266947157319
"270","ARIH2OS",0.0419869251124599,0.0924414904793677,0.865571584408173
"271","ENO2",0.269868504864757,0.325831373026159,0.404300122109085
"272","TAF1A",0.160403415602897,0.101250960582731,0.738345623814372
"273","FZD5",0.109932283256148,0.0625159061367479,0.827551810607104
"274","GLRX",0.104699851523485,0.467467783607227,0.427832364869288
"275","IGFBP3",0.130943113251517,0.329169023872967,0.539887862875516
"276","TRPV6",0.154178570927628,0.469960644322579,0.375860784749793
"277","NABP1",0.501716812326668,0.0533802606825665,0.444902926990765
"278","WNT10B",0.315756349607562,0.201247122631538,0.4829965277609
"279","AKNA",0.00810441337169556,0,0.991895586628304
"280","GABPB1",0.356780179712202,0.0642978571007723,0.578921963187026
"281","CSF1R",0.153242901176514,0.604660133553916,0.24209696526957
"282","THG1L",0.214832002156651,0.399368565841049,0.385799432002299
"283","CA2",0.356346147107177,0.465687091648396,0.177966761244427
"284","CD1A",0.110330596448177,0.52868822955842,0.360981173993402
"285","ZNF132",0.142034444809793,0.471849516375351,0.386116038814856
"286","TMEM100",0.086828835234579,0.125136398975909,0.788034765789512
"287","PDCD2",0.393492307006933,0.319548774794038,0.28695891819903
"288","ZRANB2",0.425441726616953,0.123056738557062,0.451501534825986
"289","RAET1E",0.249285854881222,0.3829220435472,0.367792101571579
"290","P2RY2",0.519189423308426,0.212089079734135,0.268721496957439
"291","GCDH",0.112239418263335,0.132064421912538,0.755696159824128
"292","CDKN2B",0.221896572201946,0.322212418576644,0.45589100922141
"293","C1QTNF7",0.205956476716289,0,0.794043523283711
"294","RAD50",0.224504074343239,0.218984782945522,0.556511142711238
"295","METTL21A",0.117406040582728,0,0.882593959417272
"296","ADRB2",0.43766219672929,0.141102630911091,0.421235172359619
"297","PER1",0.39440929450115,0.194567106249589,0.411023599249261
"298","GLS",0.530702526682734,0.125854620808379,0.343442852508887
"299","ZDHHC7",0.056393286563875,0.128572002012206,0.815034711423919
"300","PFKP",0.452145029915843,0.372478554255997,0.17537641582816
"301","RNF150",0.0586243442395203,0.095569654099534,0.845806001660946
"302","CEP19",0.131608578390056,0.0439696303316885,0.824421791278256
"303","CCT5",0.0899516834846109,0.135136052701813,0.774912263813576
"304","PTAFR",0.12349597911277,0.290804548531598,0.585699472355632
"305","NPAS2",0.368768310138347,0.14493778731066,0.486293902550993
"306","DEF6",0.167509856407989,0.348937993918796,0.483552149673215
"307","RNF112",0.309139401385534,0.323254966145672,0.367605632468794
"308","ALG2",0.0224780653750602,0.0166456819853868,0.960876252639553
"309","C11orf58",0.610493382209791,0.07478158432079,0.314725033469419
"310","RTP4",0.067415573911934,0.134114905029743,0.798469521058323
"311","TBL1X",0.279992005438814,0.0302390661566024,0.689768928404583
"312","ZBTB49",0.0868428323106035,0.354182711207701,0.558974456481695
"313","HIST2H2AA4",0.160641990366619,0.419811440274652,0.419546569358728
"314","LOC102724951",0.043255064299428,0.644581252132383,0.31216368356819
"315","PHYKPL",0.313359229188352,0,0.686640770811648
"316","DNAJC18",0.0683080402176494,0,0.931691959782351
"317","AUTS2",0.341663343976547,0.39690102430228,0.261435631721173
"318","NAV3",0.120515790786514,0.298138896266175,0.581345312947311
"319","TTC23",0.139524151591981,0.049402750912001,0.811073097496018
"320","NEDD4L",0.165519215768593,0.0338923370498227,0.800588447181584
"321","CXCL12",0.191568861285691,0.18650661756237,0.621924521151939
"322","KDM3A",0.136181996141905,0.0785361798605417,0.785281823997553
"323","ZSCAN29",0.103682532927786,0.0311447507094644,0.865172716362749
"324","PPP2R5B",0.272070735410605,0.207487435373914,0.520441829215482
"325","HMGCR",0.54107318693232,0.0953951949547524,0.363531618112927
"326","NFYA",0.472900910802422,0.0102744540489794,0.516824635148598
"327","FAM161B",0.272729924137349,0.0406195933960599,0.686650482466591
"328","RPUSD3",0.329674185002525,0.3008033293222,0.369522485675275
"329","TRPV4",0.192929244601073,0.453647439773163,0.353423315625764
"330","TUBGCP3",0.376113194565647,0.115674310744071,0.508212494690283
"331","PSPH",0.0504082070706733,0.848977920728784,0.100613872200543
"332","CES4A",0.144894639569438,0.273509402847799,0.581595957582764
"333","ADAM22",0.127624171534629,0,0.872375828465371
"334","COQ5",0.167442384132091,0.140051170212825,0.692506445655084
"335","WDR77",0.23643293775292,0.0160584457443866,0.747508616502693
"336","LINC01547",0.0829565204666695,0,0.917043479533331
"337","TMEM98",0.0735542192138779,0.426614404644153,0.499831376141969
"338","TMTC1",0.119118863386515,0.172166428590537,0.708714708022948
"339","H3F3B",0.338671785743121,0.11797638219241,0.543351832064468
"340","NKD2",0.326599585809214,0.449682382034187,0.223718032156599
"341","HSPA5",0.398273412753094,0.252339959119233,0.349386628127673
"342","HDAC5",0.290613103052187,0.381131889273493,0.32825500767432
"343","ZNF222",0.251944071076946,0.0750143052730474,0.673041623650007
"344","LAMB4",0.267465938256884,0.173252813748853,0.559281247994263
"345","PHLDA2",0.259016313063781,0.0894196364678382,0.651564050468381
"346","ERF",0.0234251833736847,0.432831885694865,0.54374293093145
"347","GPR171",0.0597325151100643,0.33260664173693,0.607660843153005
"348","TBC1D1",0.306936086521641,0.0492592827852062,0.643804630693153
"349","DCD",0.157545792911335,0.439341307944352,0.403112899144312
