"","ProbeName","Amp","var_A_T","var_A_S","phase","var_phi_T","var_phi_S","magn","var_magn_T","var_magn_S"
"17","A_23_P7402",0.138425368457279,0.0155740077090301,0.00632831792871141,6.92957980973611,0.233783595542967,0.224062572057799,9.09891306347661,0.810402059140959,0.0324424481003429
"18","A_23_P160567",0.257357366988636,0.00752576869782698,0.0281017706052948,6.57266777749215,0.00020626407604349,0.0329394648777727,5.08472775101378,0,0.0200951382437515
"19","A_24_P382489",0.256278585273873,0.00258708750329075,0.011666543331226,6.90030174579802,0.0241549907586163,0.119195562179916,10.3867289112316,0.966268224858339,0.0294253469406921
"20","A_23_P163467",0.25459664533882,0.000867267791837053,0.00743927741922456,7.12952931710514,0.0468661354753184,0.0334872910797423,10.7992192523227,0.357095973903084,0.0462510548213404
"21","A_23_P162874",0.297758119902885,0.00122716238498756,0.00608513593351614,8.37608036882028,0.0189590964145053,0.0495731041686517,12.9137021484754,0.00228064145466715,0.0976007609721157
"22","A_23_P106973",0.151325444017273,0.0151766762941434,0.00408672156558724,-3.36994882819452,0.046800607703598,0.0420652832306537,13.3016570513266,0.574236464678923,0.0289357174886499
"23","A_23_P7732",0.244046200553987,0.00530939191808594,0.0123132696121853,4.62015279848589,0.00980007616738303,0.00274339477905023,8.04118258515454,0.00419948041968791,0.0324792825831661
"24","A_23_P42265",0.2580536682369,2.23600641330822e-05,0.000907239181960812,-2.9917982248717,0.0405711174444535,0.206593916889778,7.60441692694331,0.0265653059073784,0.0335304970088906
"25","A_24_P932418",0.337488753618385,0.00895590418750364,0.00529791297943536,6.09991549049551,0.00451917766161775,0.0368350506824072,9.6150841767341,0.316507658658938,0.0154009106455612
"26","A_23_P1331",0.158674236393896,0.0201197410822131,0.00450497223119635,-1.68546487384775,0.0114204939357243,0.00122965738601863,6.54934018260565,3.1642447443865,0.0888825794418388
"27","A_32_P101570",0.210103130850921,0.0103387162371909,0.0279776326615587,5.65512478991702,0.276774195281921,0.105703170735114,5.33321241063862,0.0187640345391963,0.0495526380289484
"28","A_23_P139786",0.279909316808668,0.00143514359009826,0.0193149172874865,2.26010434541235,0.0377076502232099,0.183973884804812,5.16840299784942,0.598025921301205,0.034103306410043
"29","A_23_P113393",0.505998634592127,0.108740267273906,0.0148049401491395,-2.2438147823957,0.00152028590271933,0.0678937865285105,5.27653162646706,0.921278365211779,0.115250825714118
"30","A_23_P15202",0.231745004107418,0.00282825362815465,0.0546355310227685,5.20851784282421,0.000935594212442477,0.0359268652582525,8.05456751731185,0.00534220387417152,0.0319119208077726
"31","A_23_P120002",0.195286114866509,0.0162471146414401,0.00112269431506297,6.79722415144485,0.07659751621747,0.00752686726770064,7.91588718631146,0.118764429861751,0.0269997597092821
"32","A_24_P37409",0.186702936540665,0.040819413521217,0.0247790361302082,2.54833628790239,0.369584415811127,0.111421645191329,6.30466748465211,1.00175086742636,0.063377831840319
"33","A_23_P111635",0.3874754047716,5.15640389538175e-05,0.00401926908257599,6.1781095840543,0.00967951483174708,0.0261502214873119,6.64213040746236,0.20995734870082,0.0604755685095408
"34","A_24_P190877",0.398643091160469,0.000253184391266126,0.0714379458033072,4.11575799031152,0.00221471470202012,0.0258802089108315,5.4179434730591,0.000977644582797242,0.0737399206511922
"35","A_23_P113111",0.174709966002675,0.00745042048909597,0.000182018079179343,6.43732673305546,0.0290288439015216,0.0056319171386874,9.43980860598116,0.228200008106934,0.0916000025881237
"36","A_23_P115824",0.271228872237359,0.00307253945902874,9.68041997797977e-05,8.12424387556213,0.00611723358210513,0.0945774022878575,9.76355349964155,0.0246400785256821,0.0133101826385039
"37","A_23_P138137",0.416809888832006,1.13943250696893e-05,0.0343885417619837,6.0646902455281,0.00342397830468268,0.0110418564806918,8.06670584956889,0.0551520288921661,0.0370738680840193
"38","A_23_P115885",0.169372597173944,0.0127635684931201,0.000161088364257759,5.920101819558,0.120434095231734,0.12579595251406,5.87973558626994,0.437691221450016,0.0410665609918672
"39","A_23_P112950",0.239644238241975,0.00300647832428662,0.000813849615422348,8.49920367479107,0.00496888915134304,0.00117928300503933,8.97998674741604,0.0352280366728143,0.0927367264003071
"40","A_23_P106661",0.297530518038446,0.000382378928082053,0.000313322395532707,-4.46193603877521,0.00794118208336963,0.0649465181315003,5.42448056440911,0.00982462039653603,0.0341888841897652
"41","A_23_P11685",0.189019157350999,0.00474672823255566,0.0187037723235233,5.35317871880262,0.10412225200973,0.427310368937117,6.93441609353855,0.0642849610701671,0.114847715838867
"42","A_23_P118894",0.0601864612817989,6.56886300224211e-06,0.00387122250757342,7.29095105138304,21.5829149288719,7.75600715873935,7.36102095181592,2.65082526166891,0.0948329166263333
"43","A_23_P12147",0.242604711505686,0.0151693160945945,0.0058164045738119,-5.90746487493776,0.0860786315812406,0.452031211461514,5.62208657436183,0.174984885097668,0.0567595736826475
"44","A_24_P137897",0.264482881774785,0.0210969560759075,0.0243283095065962,4.98646414027303,0.0531160725879803,0.0289980211194707,7.66368153142242,0.00776450438838336,0.0651044497081477
"45","A_23_P4662",0.310796233578512,0.00127427600422543,0.0121068742029173,0.432351903984197,0.0307803986259131,0.0346282994746731,10.4415758283585,0.166899670023691,0.0403787453125472
"46","A_23_P13033",0.217398731403634,0.0018712811616424,0.0114340054081306,5.11603539445819,0.000721075322536115,0.0302427935619773,8.13850868520561,0.0160289217664185,0.0299736363860385
"47","A_23_P323143",0.178266848894415,0.00937366390797066,0.0459237190035932,4.81161266391405,0.000985210465791741,0.0774994465463693,7.49403709425802,0.0353490509370655,0.0391502455954145
"48","A_23_P100632",0.27011710193357,0.000491880629549978,0.0100541653471936,5.67500543978868,2.18980527376742e-05,0.00205339323842868,10.9903061004267,0.227787933164547,0.0271643992117751
"49","A_24_P339071",0.139852898502525,0.0126179888994885,0.00501722700242293,-4.47336216639308,0.732170647425951,0.28029082660779,7.02880740756853,0.0228500748040072,0.0248829303099348
"50","A_23_P24104",0.274787226272946,5.09059410980098e-05,0.00909222546145538,-0.433465961825905,0.000239422151095101,0.0999992607787706,10.4542560941067,0.0805186108064986,0.030555646224212
"51","A_23_P372834",0.231582181521997,0.0713837401067926,0.00466179945170395,11.7204607289414,0.00674870915554829,0.184812464446114,11.3806514146625,18.0465168107198,0.0768473061684355
"52","A_24_P47988",0.523960923099162,0.0266336567456904,0.0172949793002798,5.8725114159633,0.000640892362074898,0.0425185767379283,7.94009913665015,1.32582955035642,0.088392847182613
"53","A_23_P8640",0.285550010653985,0.0963239932062873,0.000218864975345805,-7.00593271671745,0.00012279816409341,0.318606871898775,7.8820578837696,3.81720759485652,0.0416820160480546
"54","A_24_P117029",0.195852305967228,0.0487996687733968,0.0111850409301506,7.21648809015551,0.397171384971702,0.107567522187887,10.0843655735204,0.377278065645142,0.0200963378792754
"55","A_23_P207400",0.385175446422228,0.00336837185854191,0.00163471292056039,8.37085760067112,0.000217604342943575,0.0524669203584911,6.03384934135722,0.0550156943731159,0.0364839908245926
"56","A_24_P925635",0.250767542423027,0.000592870587690868,0.00184104927805303,-6.95549253501559,0.0372034967336393,0.0932138435121949,5.80141685323338,0.0364043919892964,0.229392540938889
"57","A_32_P1701",0.294318881752536,0.00471218288387277,0.00803038937093988,10.5607552548931,0.00226241235579343,0.0192982449502837,8.33835009167024,0.0298738785593827,0.0147994326444686
"58","A_23_P14636",0.266424893552444,0.0041875172431547,0.0322789082847061,3.69753203909569,0.000102782253322928,0.000481015862457545,9.08876074243789,0.0164519455500976,0.0244565684730636
"59","A_24_P148499",0.196616929165152,0.00697278929617271,0.0040776401410195,-2.66811788979027,0.00812697049348955,0.000299011953155614,6.04908255562284,0.00342063476918202,0.0443984797597124
"60","A_24_P173754",0.267895587579174,0.00456786329894324,0.00192480942954299,-6.05430637507783,0.00327076625768212,0.139393375884136,9.13138671128268,0.108028510386942,0.042796559916692
"61","A_24_P34944",0.287297894429259,0.0144131398892206,0.00301102485981728,5.5167160604088,0.00346333187716232,0.0998957622530596,6.69865399552295,0.15225492180583,0.00186785244554702
"62","A_23_P79441",0.451266919702212,0.00983876251924988,0.0587237312832559,5.24310161237914,0.00163662976530543,0.0431682589175218,6.72306065968195,0,0.0421385572474126
"63","A_23_P426989",0.289021379351363,0.000900969399418779,0.0119141521737087,3.7514145158341,0.000263283008897705,0.0555674470258575,9.28941091480227,0.240104049513837,0.0228765686022143
"64","A_23_P56567",0.317381351144442,0.0122899699818395,0.103655179744868,3.94931697377522,0.0175164312321682,0.032859695972099,8.88274650839528,0.0301094675812298,0.0452343528494733
"65","A_23_P379475",0.259901775036506,0.00123282441708267,0.00320940241458377,9.4336952740473,0.194254105455472,0.0302006400483272,11.5559494175985,0.757277745411392,0.10363660078607
"66","A_23_P128728",0.147854622162026,0.013351447921781,0.0277583694688149,5.22102475277766,0.134104455092888,0.445202750007368,5.0972401939274,3.93593475829676e-05,0.040092244985079
"67","A_24_P10233",0.273854338860804,0.0119045256748686,0.0184230910499118,-4.36980272730086,0.252142972691378,0.0393187015211357,7.17798211216413,0.162820417496332,0.0905601782639491
"68","A_32_P112279",0.209057106537152,0.0013345760891311,0.0123981606281352,4.24643527217951,0.000517392974143729,0.11618245193917,8.83179229967602,0.000335228074484125,0.0899952425333604
"69","A_23_P314712",0.202416195907891,0.00147432067236369,0.00765611135658115,-11.3797401944068,0.915770341098379,0.088730474453708,5.60268348510864,0.0247628467353949,0.083788985955144
"70","A_23_P101246",0.258532792531671,0.000138510840877944,0.0113136096441129,9.51402175185327,0.00733913331554014,0.0233911307669362,9.34815656612009,1.62810866102897,0.112630347262957
"71","A_23_P157865",0.203713097518217,0.0060651537259269,0.0234040342323879,-5.37737635095636,0.0181994113779943,0.28484169753667,6.75944797496153,2.81988423180147,0.0247279158628435
"72","A_23_P127948",0.305064838222613,0.00466151018922263,0.0123627820350215,-7.30022772304596,0.0111630042759423,0.149243424546655,10.0314846246495,0.495577352434862,0.14507334449629
"73","A_23_P106145",0.245878783332203,0.00959096569546502,6.04924121750245e-05,-5.27735936975989,0.0328100273271315,0.00310457064031416,8.13159024981142,0.0774100166471032,0.0603224714126452
"74","A_23_P83736",0.153589591202311,0.0164462441242101,2.60104770144897e-05,-6.73809241735426,0.053283647084307,0.128274209095502,8.55363394158447,0.000508982483900955,0.0079990389318586
"75","A_32_P140139",0.189432718985554,0.0146442676563115,0.0277428891588466,-7.19474086791744,0.406691518233323,0.0208713038456732,7.38644571081005,7.84507430227066,0.0366825127538325
"76","A_23_P330070",0.252208033569158,0.0502493444893466,0.0350279692960685,-5.13140368205904,0.0176966714018511,0.354316151948564,6.10305940079183,5.62714734544851,0.152321700375379
"77","A_23_P49924",0.20079740367291,0.0112013829010397,0.0157500826803901,5.01914806036147,0.0287680483868711,0.0552035250573555,6.85702685391029,0.156607966977402,0.144909578740762
"78","A_32_P76720",0.162577261326749,0.0380484117012267,0.0150983515330633,6.49305937090187,1.12351631517631,0.797530767561126,5.05532624207488,0.199651344796864,0.0246093004895041
"79","A_24_P413126",0.207098739771076,0.0192218937916768,0.00112584569010567,-2.13439598433798,0.559791363980807,0.21941274983537,9.39039138266977,1.40767461711039,0.00962341115671829
"80","A_23_P122863",0.15116073095561,0.0204186944474813,0.0342710624119073,-7.08855035199262,0.127340560855312,0.0520139400462916,6.84898303729643,4.56476684753593,0.0938821079374093
"81","A_23_P121657",0.190584263371993,0.00439187215646185,0.0012437763168272,-0.277242829283183,0.36313263145131,0.34169406109691,6.10144256160607,2.19053329200143,0.0596672495726807
"82","A_23_P218282",0.233734060772989,0.001364392338656,0.0302607555409855,1.38467488522815,0.00608154947191729,0.0729251114626568,6.58800319922877,0.00264201964470406,0.0499887880159457
"83","A_23_P53668",0.183386581085666,0.00823510029047272,0.0233900029448217,4.23584154674364,0.000181378575892432,0.0186790012316594,7.7656410325013,0.0229560716463426,0.0277872504742082
"84","A_23_P103775",0.238383264957836,0.0203718720515561,0.00441615299845297,-6.92575299262673,0.0297189811864644,0.0672787461582346,7.01979146038623,0.0267471452748585,0.0294335900325376
"85","A_23_P104318",0.224037428106138,0.0502212236452167,9.55693126477106e-07,-10.7610775071581,1.67888268270772,0.132096365495842,9.67090104796884,0.358749434711523,0.0485059142128397
"86","A_23_P69437",0.187836193727233,0.0100749850361417,0.00662612001816391,3.68343012478111,0.36237208401739,0.23936181929653,9.52737266318956,0.00691272401297845,0.0254052288988484
"87","A_23_P22660",0.189517310240292,0.00717406727319454,0.000415944526584255,5.90433537149287,0.0198999758553183,0.635507115656379,6.28374580494924,0.00198517132050569,0.0265303182697928
"88","A_23_P368996",0.170772963597176,0.0130743287905372,0.0138821120977696,8.23873662854139,0.451769021321568,0.102839023121935,8.69617902520248,0.459201756976361,0.0516926284289895
"89","A_23_P166526",0.215145439438926,0.0590066094331144,0.039484486403349,7.10695678070559,0.128154223336109,1.20746730692004,5.04204563697218,0.204792984746814,0.128609086750393
"90","A_23_P340848",0.215518629127281,0.00370345403734771,0.0203452730484437,2.78576991632266,0.222144725396428,0.12740175734185,6.02379842425264,4.99426511958751,0.0541390865137931
"91","A_23_P337262",0.229303385125261,0.00532792801714715,0.000274300147745693,-6.86511835960048,0.0246966685409036,0.0182973541428452,12.2592361924243,0.49253432995814,0.0109617462560426
"92","A_23_P114713",0.561112674162354,0.0315670358337272,0.000299670371134345,8.10680304330885,0.132160016616154,0.00189043562214511,8.07408374874614,0.490283880134429,0.0999062067977734
"93","A_23_P108785",0.245284567632949,0.000376916588743538,0.00210753872063426,7.46262059824175,0.00411442502116185,0.00835645909830064,10.3209683316598,0.204383398280804,0.0147320865529313
"94","A_23_P121602",0.156589341412517,0.0214687741492002,0.0127437986956836,-0.394498430870357,0.00326470310294563,0.21908452822937,8.01680669657116,0.445370179551459,0.075892236390552
"95","A_24_P301547",0.252955281589529,0.00155989139416953,0.0448462007662954,3.07091416379798,0.00255398869555567,0.0853388935225833,7.23561498846379,0.000389630296215711,0.0156787909521026
"96","A_23_P148821",0.288632941546331,0.00412607569292711,0.0220671738167437,5.78860288931736,0.00107456516233423,0.0335533601866402,7.40317353893521,0.00714461735870639,0.0261614963298383
"97","A_24_P243749",0.484770182093604,0.0084190399366872,0.00119419024984375,8.51801404684463,0.0341645434312587,0.0262426036228646,7.51279578917832,0.86285855675635,0.108381919772335
"98","A_23_P103703",0.114723017014854,0.0386233925581292,0.00863130610843148,-5.13048629253334,0.10477977882091,0.0513548245303978,5.28132445200859,2.89381995306928,0.0371480907086158
"99","A_23_P114947",0.246261714787841,0.0171530143325872,0.0145887071835237,2.32639767902465,0.0604466338663679,0.188487927441831,9.5394213882821,0.108480090824605,0.0322279901707217
"100","A_24_P277934",0.342749314615251,0.147596825255243,0.0590677266522554,-10.1548358486086,0.00305548095385712,0.496210718804336,11.303830560119,20.8393591783027,0.273640256635344
"101","A_23_P115861",0.287652133581075,0.000585601511559738,0.0224140071816087,4.3405138946117,0.0161540462618807,0.106838091543884,5.97142429443289,0.105385664204732,0.0309994655363743
"102","A_23_P64990",0.47874731756606,0.0082933233396559,0.0699895791710159,4.2184784581526,0.00169975795485997,0.00916094428103895,6.74158145109056,0.00221426196744326,0.0327051515286056
"103","A_23_P38567",0.284179412286598,0.00625212132243608,0.00159030490103523,-6.08110703446299,0.0179267518993469,0.164205002089606,7.34822109165515,1.50594715233616,0.0462455903786168
"104","A_23_P36464",0.305903511431323,0.00143122293250443,0.0346608844710229,3.91870653230413,0.0431587852458314,0.00500758708187457,7.44839449079655,0.0124039977298815,0.0269193517452761
"105","A_23_P397376",0.295118582394607,0.00369090376273865,0.00229474495094158,-6.59326234593949,0.0491743132555508,0.258265784373109,10.9729626671487,0.503939278052915,0.0429109438388279
"106","A_24_P323084",0.193409552244743,0.00326930737657475,0.0186890272238916,3.56849015500708,0.300901013275844,0.101117591914947,7.21770024978501,0.0875056707843677,0.0175368870921574
"107","A_23_P110837",0.238469671878957,0.000930000697431924,0.00347765627333797,-4.29880824479426,0.31954962003712,0.563639251961519,10.5311623654509,0.120809433636831,0.0679377253303682
"108","A_23_P424712",0.415191870286288,0.0042637815969859,0.0551446382124552,3.65905019568933,0.0200132075435817,0.0595726524496677,8.51343807358143,0.00762079703731546,0.0464009585257123
"109","A_32_P181020",0.198651702733785,0.00563702738611,0.0209668670694406,4.57290890930083,0.00438524665827944,0.0251866441719887,7.57520257344802,0.00111001288729099,0.0361729212265615
"110","A_23_P8400",0.199197220625327,0.00485102589155974,0.0142785623016799,6.83685980563278,0.0297553545630122,0.00597254447814571,8.12236139347415,0.100483142121778,0.0295765888221203
"111","A_23_P19590",0.28552046250482,0.000589822280769029,0.00497237209790799,-6.96643971752444,0.0125141591057153,0.055549940873249,11.4664963128851,1.13243748995595,0.116798080116801
"112","A_23_P307392",0.176170857865513,0.0060767152960305,0.028537823012271,9.83859612268876,0.830633757223585,0.654461009111149,5.51612487128371,0.205245420596743,0.036658721290286
"113","A_23_P129133",0.132206432843472,0.00784914570838572,1.79869154215408e-05,-7.28198416784423,1.52022162031145,0.50478187627441,6.62831433435993,0.0402299728016596,0.123670274127498
"114","A_23_P398566",0.194586838172683,0.0208154348922953,0.0247529661850551,2.54472635715553,0.124556535751759,0.176466618302776,5.18311404624715,0.352049980095061,0.107511598696434
"115","A_23_P107432",0.306109452841345,0.00964926948818185,0.0550178570573341,4.09372876301812,0.0481221417611496,0.407123726260524,5.15556663520088,0.000689677188497851,0.0519197982305939
"116","A_23_P313728",0.242269637788313,0.000553481620118478,0.0352978836083752,4.08672150485252,0.000526970327823223,0.000421846343197673,7.51093767088965,0.0984108995974456,0.0190535907531559
"117","A_23_P130343",0.199945884460077,0.005510513436053,0.00950160119860508,7.87635401217963,0.451842407982423,0.101883023022535,10.053724420755,0.208118841419691,0.0340684563903571
"118","A_23_P212617",0.185305008681933,0.0612872596554377,0.00928401260429414,0.449560837670323,0.581586397983077,0.0853570872632466,9.37114974617779,0.00487253677313393,0.0826293173953151
"119","A_23_P131383",0.230657735310662,0.00918836573634873,0.00274045937132247,5.69697975215233,0.0244822269903929,0.0281219451114158,9.12988328025013,0.0637808301430583,0.0299576966598974
"120","A_23_P401547",0.251462086476251,0.065194563392857,0.00615207223208079,4.15474690095224,0.000929537432768926,0.00622973146487017,5.97423183569401,1.7719455476842,0.137572691230231
"121","A_23_P202737",0.308456622093293,0.000179150160592404,0.0487851504178587,3.54472506576563,0.00209568524944815,0.0109764684768987,6.22663192980326,0.0204588938116375,0.0910887370840069
"122","A_23_P200489",0.475811337238424,0.0368332379407236,0.0284220352829903,5.996000501608,0.0757638118559895,0.0177559903089311,6.25777058312297,0.132006914771066,0.0495034625724695
"123","A_23_P40956",0.324804528620401,0.000295356060356323,0.00801398736619631,-6.55785434744053,0.16745054218865,0.0985725278952797,5.84258902241537,0.0330156942472007,0.0503286040051132
"124","A_23_P161998",0.202921755005831,0.011397177573752,0.0177065153356754,-7.36579207733311,0.100335711525506,0.224954798015866,5.42683708157771,0.0627914312070319,0.216821128861906
"125","A_23_P380881",0.348104502273919,0.00423257276435026,0.00718104765332413,4.31279345110006,0.00361882899413289,0.161590477545083,5.34240524396185,0.0862244923358221,0.0568919817088236
"126","A_23_P216023",0.214352014963053,0.0125029846523245,0.00558559259113523,10.9275744396016,0.0439077017442882,0.142287787554276,5.38720977893,2.22554358316558,0.03361853607059
"127","A_23_P321935",0.257822092083987,0.000216135476221192,0.0341355802782662,-6.48093470602945,0.00357672013193065,0.755485179682171,6.26511971549778,0.0902146924893692,0.0663325377869034
"128","A_23_P14559",0.211240633285527,0.00734314123060067,0.0188953252080183,4.37839783620409,0.00396369090088489,0.0205295537369188,6.60792776009504,0.00381748164293137,0.0944203922520292
"129","A_23_P19663",0.305949856129559,0.0297857941934082,0.0115793992207232,-8.78032892079399,0.380346746383687,0.239479912242819,6.4614947029021,4.57587295210848,0.169657089735332
"130","A_23_P20532",0.458101412362459,0.0356963554006847,0.0213647130150344,-7.3290285596509,0.00925751095025425,0.0206249420716322,7.29659248493964,0.270824194706438,0.0783178126609783
"131","A_23_P257649",0.173423705417226,0.00992384280107614,0.00696297597629689,-6.42346149093081,0.530218021582949,0.112694310749845,8.98550100227113,0.424512407799029,0.0643440300087322
"132","A_32_P30905",0.270420627731585,0.00624287552682071,0.0118442127417147,6.67148588810779,0.0239573820298205,0.108284190015212,7.50562004853921,3.05465447972033,0.100420515714575
"133","A_23_P119040",0.124871242085889,0.00904327245391557,0.00516765665492848,-4.1776039113248,1.76760328763659,2.60387230852241,4.97806066456152,0.813052363868905,0.0420185606349032
"134","A_23_P406986",0.20697984002956,0.00306998437178629,0.0428263339061155,5.99678267850708,0.0210453403186252,0.154830634606292,7.1762445775832,0.601695958950287,0.213628815534133
"135","A_23_P106898",0.213998868958316,0.00435266056503139,0.0191636407437289,-0.95944654999377,0.0619778731181962,0.324886059227907,5.65474431753002,0.323684550127906,0.217821323868008
"136","A_24_P373174",0.163665255078678,0.0153876417821738,0.00217476529550534,5.97173912506038,0.00208546697527131,0.406666927405991,6.41245090711049,0.00642297318434817,0.00978941029199757
"137","A_24_P173124",0.282241244561818,0.0011902393457613,0.0260033668901619,2.6583883255733,0.0399576541922996,0.0851960497497364,6.16807052376233,0.0117756275449998,0.0526921367081053
"138","A_23_P377339",0.301435809552346,0.0246895663882435,0.0163644055126091,5.96891971273311,0.0143822117698032,0.0722741657438757,5.60916426595834,0.420594799197648,0.0551180672285475
"139","A_23_P211039",0.192057879714048,0.00885989508533972,0.00306183454001947,6.29167000909063,0.177207825811849,0.00147785036756839,7.427188556395,1.6374818782906,0.0579046167439297
"140","A_23_P52531",0.197170584642255,0.0186925042488805,0.00556083407735434,4.95723999898316,0.0165791911336801,0.318728209481225,6.48829544994524,0.0346883840363102,0.0210931868575846
"141","A_23_P414713",0.300645714488547,0.0055282391520396,0.0444889418694306,5.43046802329804,0.0492666675047535,0.0238879972174185,6.10119994523923,0.00337478565850376,0.062534230013435
"142","A_24_P55295",0.123959895334119,0.00884329502491707,0.000171967598782569,-5.99318719365362,1.48259686469471,0.769978761621103,11.3830997870508,1.20095379494567,0.0379764086298626
"143","A_23_P215720",0.233773454293735,0.00296782917910019,0.0116129114247035,8.02579664485271,0.00213396808902153,0.986466461815121,6.00573120248163,1.45151002179289,0.002876145601592
"144","A_32_P149174",0.259791497063948,0.00146711226991729,0.00394050699702121,-4.04619519238823,0.0918621440131041,0.208082963487597,8.34182297081484,0.0459152028710948,0.0282573740728071
"145","A_23_P85903",0.485393917068491,0.0633253887191854,0.0283137058576253,6.38817557775827,0.0132233788109299,0.0268068683524375,6.31097577470318,0.215969145121159,0.0628664879236859
"146","A_23_P91414",0.240405041271012,0.00272251889316508,0.00477415882882523,7.88609603370478,0.0242013778261021,0.0905304845581456,5.05951022376632,2.66661539070751,0.0277463220961805
"147","A_23_P95823",0.215271063039487,0.00314066517649651,0.00852108674428529,7.53124017078961,0.0733901133227204,0.299979017847866,8.73160420863337,0.0389603559726454,0.0612999719702118
"148","A_23_P130974",0.18859611196355,0.0015125589520663,0.00844920502356398,-9.65987362958466,1.83279336985328,0.0762621891282316,9.48100425410906,0.315842413853558,0.069424004050108
"149","A_23_P152047",0.21992147416595,0.0319158483334765,0.0471575283531154,2.09726024555453,0.200687847592992,0.105569097476005,5.90053193456619,0.730904849101906,0.0853867288362208
"150","A_23_P131653",0.32780698187727,0.000475338661524472,0.0078640060500728,6.2318977244055,0.00186348435370538,0.0175338255450062,8.39473631039785,0.0554585028209104,0.0172026095195592
"151","A_24_P269779",0.152369360170875,0.0124073226634751,0.0080896042502805,-2.35281650299401,0.0840013218728945,0.700457330058396,5.90986000306133,0.344317824288364,0.0865324808166038
"152","A_23_P345065",0.34453682394362,0.00918329009105107,0.0272363122698133,6.88106730655062,0.0029225939303694,0.0150239892336284,6.9269936308684,0.0865364741974091,0.0415557067291081
"153","A_32_P416161",0.249256362135691,0.0531158303090669,0.0576583468783667,5.86882647908073,0.196410419430418,0.0190501084104699,6.69891834934303,2.81255538662914,0.0447806152754519
"154","A_23_P122068",0.149759464116818,0.0139182565522682,0.0041016119599645,-10.1832341285707,0.437558027926665,0.439603210815386,6.84556593446493,0.249920995273949,0.0493811042858994
"155","A_23_P163143",0.294953875923479,0.000746421895773435,0.0221798575838465,5.03562830374455,0.143770016703539,0.122161137251633,9.3616779080688,0.11458349740611,0.00707998132918916
"156","A_23_P319859",0.157287073683533,0.00807590007438375,0.00253079741419064,5.83359049862976,0.289453448691853,0.41614110339131,6.59120215668907,0.0161995848211265,0.0911870667942688
"157","A_24_P96762",0.196913759335473,0.00373118631349662,0.0282094554369019,3.88401586973957,0.145606921754125,0.0125129188548726,7.78481328602313,0.0343204702335819,0.0312808168580195
"158","A_23_P200138",0.144944507897397,0.084769284186844,0.0329866566499929,5.07067726482427,1.15867161612279,0.868209597787476,6.84268642689713,0.53206631887263,0.108139885781205
