"","Symbol","tissue","subject","tissue.outphase","tissue.inphase","subject.outphase","subject.inphase","Residuals"
"22","SEPT9",0.906438495780854,0.0204722557104255,0.0131923418517606,0.0139932354877475,0.000618117565490096,0.00295313371770763,0.0423324198860144
"23","CETN3",0.108391879630969,0.139176697034845,0.229039540368187,0.0245877078087174,0.0477412642858602,0.0129284998464267,0.438134411024995
"24","APOM",0.20930432222904,0.130231439367677,0.125332378483587,0.135634564065261,0.0439853021704612,0.0134844298957589,0.342027563788215
"25","AP2A2",0.93264564069945,0.00463637223035608,0.0368589466660257,8.30291741170342e-05,0.00152833194468242,0.00131650177650337,0.0229311775088657
"26","COL13A1",0.936299364989867,0.0152060633179041,0.00174663526842949,0.00576027689877094,9.62944296172372e-05,0.000698351067362631,0.0401930140280488
"27","TPTE2P5",0.0593407741401883,0.141152083506733,0.114277461749038,0.0377867456105992,0.078958428693082,0.0180987618806295,0.55038574441973
"28","OASL",0.841171333810109,0.0137656391033812,0.0106022927036172,0.0172843415914126,0.00985215901999508,0.00504748046877919,0.102276753302706
"29","APLN",0.819333547334296,0.0326796493967762,0.0338251041570896,0.0675362413735257,0.00280401820213603,0.00640123203886636,0.0374202074973103
"30","DHODH",0.0809555434888584,0.105710745826182,0.114044342939535,0.00290624200690484,0.173935225728886,0.0278215124280936,0.49462638758154
"31","SP110",0.691175382081753,0.0538238930549291,0.109933140745687,0.000759579907275046,0.0026617411337871,0.00013224731943613,0.141514015757133
"32","DUSP2",0.736420129459098,0.0365297419592178,0.00295417097644373,0.0397271907377882,0.0136986806737337,0.00652772844758905,0.16414235774613
"33","STYXL1",0.448830269250578,0.110580479821513,0.264736214117823,0.00311978270704298,0.00978449232541879,0.00713529672329222,0.155813465054332
"34","TRMT1L",0.0634232967378915,0.128443534992855,0.170689335149784,0.0432085023130175,0.0903417761561763,0.0554635841661732,0.448429970484103
"35","AR",0.808429536174401,0.0852376760115696,0.0350749342117086,4.12245588299427e-05,0.000152559792331295,0.000238896952017848,0.0708251722991422
"36","HNRNPH3",0.784000494977801,0.0230286716035,0.101520553721191,0.0326527922144286,0.0046058400341012,0.0077801519121488,0.0464114955368294
"37","OMA1",0.148792591726161,0.0961718051008972,0.390840655519924,0.00167746120524588,0.0987535908391758,0.00961562122487829,0.254148274383718
"38","MINPP1",0.826272180216313,0.0343409982492673,0.0341846923282692,0.00127365734325891,0.000143961188323406,0.00359182078119955,0.100192689893369
"39","ATF7IP",0.734668705233624,0.135353723781528,0.0539321614720236,0.0341134518118448,0.000435340508788729,0.000848412513315479,0.040648204678875
"40","CMTM1",0.662108753181129,0.0628450781147631,0.133697812084717,0.0270961975096005,0.00187638872328187,0.00908460077279489,0.103291169613713
"41","PLA2G4A",0.37941216022743,0.246210836765108,0.0681562282055766,0.0126144634570386,0.0374544775915142,0.039142286278885,0.217009547474448
"42","PRR15L",0.828847992521697,0.0299877575090149,0.00241264039418978,0.0220418816293663,0.00362384604962488,0.00648385622760025,0.106602025668506
"43","C1orf74",0.707794240263083,0.0616048004620117,0.0809503569510767,0.00416121886123145,0.00666063879253742,0.0311709704317328,0.107657774238327
"44","IFRD1",0.0684385463624572,0.222043364857472,0.21995714944055,0.0423822095704295,0.0977697566148933,0.00111208560611022,0.348296887548088
"45","BCL3",0.684098847033752,0.0520783652202015,0.00549782888874026,0.117238604334729,0.00571864843153277,0.0157109511526797,0.119656754938364
"46","RBM4",0.446691722318312,0.0987706997145895,0.138574579124228,0.00833318586570847,0.0370349561664103,0.00696561926676823,0.263629237543983
"47","ZNF767P",0.234487288465389,0.118146269567179,0.0812922581234971,0.00792607898724457,0.114607203493511,0.0376278461706272,0.405913055192552
"48","JPT1",0.974552495302458,0.0042340224924097,0.0106963837021102,9.29036274520687e-05,0.00160638194370932,0.000156464650547326,0.00866134828131322
"49","CDR2",0.108498082920909,0.0874306637848029,0.136825893357717,0.0113640251372562,0.031136669619278,0.00592594747807823,0.618818717701959
"50","PLAU",0.947260886694239,0.00903373702666757,0.00032938318745253,0.0210825703678595,0.00176155110046141,0.00318029492010897,0.0173515767032112
"51","AQP1",0.986121356741821,0.00256061226236226,2.57359356565518e-06,0.00412998302741463,0.000337653393773798,0.000153204241490624,0.00669461673957194
"52","ELL3",0.961325383936064,0.00674875240979698,0.0226004989098939,1.44977506504531e-05,0.00136344851598954,0.000846498905235653,0.00710091957236963
"53","GPER1",0.930740687154364,0.00583482111950999,0.0230642458012936,0.00179451256000844,0.000445137860686806,0.00322601707326959,0.0348945784308675
"54","LDLR",0.638164676486613,0.0225782755330419,0.108472236426721,0.000869592638502936,0.0159918162284058,0.00148149643994203,0.212441906246773
"55","BRCA1",0.740824881582666,0.0284096316322248,0.0779112443299991,0.0394634840131723,0.00455582259862238,0.00285143051077662,0.105983505332538
"56","SEPT7P2",0.316887249060221,0.331263363113873,0.0828013264650645,0.00409581348921573,0.00502698329544875,0.00758234105448667,0.25234292352169
"57","POLA1",0.770447926308911,0.0245969345156659,0.0187739301294868,0.130313425273481,0.0026417197399695,0.013641592889782,0.039584471142704
"58","MFAP1",0.324993758830228,0.0716957781987816,0.125091412911893,0.0574734427427337,0.0629380901975478,0.0342261191740674,0.323581397944749
"59","CASP8",0.0854481335028551,0.255523866587057,0.114959542602012,0.138502787412868,0.00849911570267616,0.0152460483884614,0.38182050580407
"60","C1orf21",0.85603336309903,0.0325884255824147,0.0576813363637863,1.36848883695899e-05,0.00148380432293655,0.00766111835548449,0.0445382673879783
"61","PCDHGA12",0.758709845815693,0.00182398543861053,0.0948484511291512,0.00225519871101441,0.00197413420255459,0.00927136352160198,0.131117021181374
"62","C2orf42",0,0.0941605259121186,0.420449763271758,0.0182487009067173,0.119912204795707,0.0347030190402476,0.312525786073452
"63","SH3BP5L",0.9671233826543,0.00411465771939023,0.00979914195634408,0.00449945239302082,0.00183112564407753,0.00114350997215471,0.0114887296607125
"64","GEMIN6",0.195134806896089,0.084562813798272,0.115912224003795,0.0320672533696584,0.17456547911614,0.0278155882490025,0.369941834567043
"65","DHCR24",0.631982079724197,0.0530712834603147,0.0189436996221932,0.0153269063826138,0.0026350276251189,0.000190026151997422,0.277850977033565
"66","ARG2",0,0.138649317993289,0.0971669530697528,0.00115713312385066,0.0831200165525785,0.0574614466699494,0.62244513259058
"67","DAPK2",0.283956362180644,0.079306194780894,0.0396220185070817,0.0332409921982589,0.011823410689048,0.00872864789405963,0.543322373750014
"68","CHTF8",0,0.347436120076673,0.125111958569934,0.0290067989818549,0.0364064767745348,0.0383961803854699,0.423642465211533
"69","CABYR",0.069202669600432,0.21198132970543,0.101204605372795,0.0760647198434264,0.00549076848379353,0.0332367632236024,0.502819143770521
"70","VSIG10L",0.935410977565219,0.0166818085692233,0.00277639195184341,0.00542008533592361,0.00148949606301597,0.000646014163968402,0.0375752263508062
"71","TNC",0.945603450298147,0.00321090938352718,0.00453090257536136,0.000330463544115252,0.0034066219738648,0.00169576880141478,0.0412218834235699
"72","ADM",0.888817853851926,0.0344051940070167,0.0184472474831294,0.00330145023713468,0.00321459517969012,0.00314989924772931,0.0486637599933743
"73","ERO1A",0.663083149281508,0.0986080439694091,0.106206192199492,0.00786627823477595,0.000502470256458365,0.000571418543324482,0.123162447515033
"74","ING2",0.0107399441951951,0.0774142715415014,0.390623765379781,0.000937771128221155,0.00048096927129316,0.0325220649013688,0.487281213582639
"75","F13A1",0.956491778887891,0.00349800843446219,0.00194521770901065,0.00223324436341198,0.00287268023515521,0.000437515419820766,0.0325215549502486
"76","TFPI",0.958405733291071,0.0126102656206347,0.00914163054196187,0.000215841494734582,0.00371444632612274,0.00107708387888363,0.0148349988465918
"77","NT5C3B",0.598927282532403,0.178112927275598,0.0505287497159632,0.0067868665622089,0.0189952165338475,0.00411980152626183,0.142529155853717
"78","NT5DC3",0.324135628715147,0.0353288786001314,0.0847499930985933,0.0259963509923116,0.0194364812402913,0.0404013154635085,0.469951351890017
"79","PMEPA1",0.914294482823763,0.00387968742968077,0.0224251598844989,0.0112927964877302,0.0033959932729492,0.00132202165791721,0.0433898584434609
"80","GRB10",0.958293196169286,0.0133938307371369,0.00535730103533975,2.487558677454e-05,0.00507242902870479,7.67095529590602e-05,0.0177816578897992
"81","HS3ST1",0.9014618912146,0.0151757949075981,0.00329456088472742,0.00850215546652081,0.00336271942773551,0.000149576764965411,0.0680533013338528
"82","ZSCAN32",0.0486304054527261,0.171653184722273,0.0228324845824216,0.123995808533606,0.0252850132916169,0.110222955316704,0.497380148100653
"83","NFYB",0.255016519091137,0.106535516242306,0.105039358154836,0.0255453467968341,0.0631139737233423,0.0316336691823699,0.413115616809175
"84","LRRC8C",0.315443927333921,0.101711605728215,0.234684563725588,0.0291598331772761,0.0140755431914819,0.0153320006665582,0.28959252617696
"85","DDIT4",0.421114808448261,0.0505466411301525,0.0424051160104023,0.141571236842929,0.00727316782276541,0.000425081347573699,0.336663948397916
"86","YEATS2",0.0730671505894081,0.169083604975563,0.294798374715566,0.0770747579314662,0.0983862848246283,0.000992486902967104,0.286597340060401
"87","CYSLTR1",0.0369267319863598,0.139640997131304,0.223318291925574,0.00501440366122873,0.00237358095031684,0.122734126744618,0.469991867600598
"88","LRRC56",0.774721789433259,0.0630619908312112,0.0517366428278748,0.00897377407488574,0.0176600179115427,0.00380516036385542,0.0800406245573709
"89","RIBC2",0.359018447896445,0.142336728731014,0.120071104293426,0.00050077062279395,0.0618748512024286,0.0449931704523351,0.271204926801557
"90","PTGIR",0.94681244730952,0.00723564196463076,0.00135386089113407,0.00440189747499629,0.00340736317279879,0.00118486812216307,0.035603921064757
"91","APCDD1",0.942182747675529,0.00346070845782369,0.016849742825471,0.00147997668388735,2.53254484450586e-05,0.000330035291267531,0.0356714636175763
"92","CYP4B1",0.712947969790067,0.0417135984929033,0.123323633827882,0.0365686079974086,3.27161688805156e-06,0.000445018820959192,0.0849978994538925
"93","ACTR3",0.987878729831961,0.00171008603045008,0.005850352530159,0.00100832478545335,0.000258352090279562,5.98629980987183e-05,0.00323429173359836
"94","SAP30",0.703333343964464,0.0700777639657119,0.00021305743337912,0.0403586707189706,0.00321011232145872,0.0111235781782863,0.17168347341773
"95","C17orf80",0.0114921242384584,0.0570142880769642,0.0957473069968982,0.0858025384595443,0.147892325912624,0.0560844702140866,0.545966946101424
"96","DPH5",0.180481130997057,0.0840495336755657,0.251696742065287,0.000205620884793847,0.0702857419975279,0.0118257288539113,0.401455501525857
"97","PDK4",0.919652679117401,0.0117626577225628,0.0177648663673729,0.00834350012220873,0.000606721586658106,0.000220964262173154,0.0416486108216232
"98","HSPB7",0.925813230897455,0.00960003136503279,0.0115454159495596,0.00181452107211859,0.00246541959562627,3.43881607765658e-05,0.0487269929594316
"99","RGS2",0.437295444924696,0.0549706352484158,0.0171338931714235,0.0956828297087626,0.0457326911576872,0.00283510856845376,0.346349397220561
"100","COL1A2",0.946833736641552,0.00820537963229441,0.00138956107358556,0.00632611406561674,0.00321967645895034,0.000329297908469572,0.0336962342195313
"101","ZNF485",0.674005001503175,0.0514167024645341,0.10370810566874,0.0222376078136376,0.0408228586580927,0.014604577559666,0.093205146332155
"102","RAD52",0,0.0672647211136512,0.366347992347997,0.0874695691880786,0.142520802720906,0.0225999713214603,0.313796943307907
"103","SPECC1",0.927141030355162,0.00625712991188067,0.0111509614609603,8.97129931500948e-05,0.000172409876615906,0.0018008517206647,0.0533879036815663
"104","INTS13",0.132483099935058,0.0758721792450752,0.16967383602214,0.052773060939707,0.0698884058322507,0.0432210705922209,0.456088347433548
"105","MAF",0.942587748401919,0.0107168196963425,0.0204932957158694,0.00226261742402887,0.00129794425444823,0.0051945655211416,0.0174470089862502
"106","LINC00482",0.291310179083829,0.0495695628629189,0.084786623473579,0.0314928137867742,0.0636736952576086,0.00476155757434054,0.47440556796095
"107","IRX4",0.316681890813136,0.11387451789312,0.0647943988137309,0.0504034743421423,0.0240460681627934,0.0371816013520486,0.393018048623028
"108","CCDC142",0.151286536287437,0.107793745638211,0.260221495723614,0.120930799755279,0.147432857822429,0.00828862828814049,0.204045936484891
"109","DXO",0.0256024372384656,0.191248389279793,0.180287967543634,0.0228154912294297,0.110000555767645,0.017380678401195,0.452664480539837
"110","CDK5",0.673309684644781,0.0478852174215458,0.0558634812765174,0.00589416261180897,0.0248120334416726,0.000296335854954098,0.19193908474872
"111","EZR",0.981640948223442,0.00633666907836851,0.00395360135556842,0.00032515403677437,0.000146747376805744,0.000350005854847617,0.00724687407419274
"112","DPF3",0.366685502571718,0.0639416789948912,0.0239960453395929,0.0633254395823886,0.0117025663254094,0.0827554729975981,0.387593294188402
"113","OCA2",0.110729601570852,0.296525448277999,0.0783772679483293,0.0326202839820524,0.00136912901777761,0.0224042358087799,0.45797403339421
"114","NR4A3",0.503117794813755,0.0982131903272131,0.00664149954656389,0.0392656508171416,0.0237223785359379,0.00951096083063535,0.319528525128754
"115","LINC02076",0.00687957377956555,0.128691494727672,0.176915249941093,0.0136943646484571,0.117722740355294,0.139233980550914,0.416862595997004
"116","FAM98A",0.687798987494841,0.0255679243434385,0.041574880488576,0.0128240233078957,0.0371288167828483,0.0123311639364185,0.182774203645982
"117","KCTD1",0.567411127843486,0.0777517515897796,0.0975687560346531,0.0283396590304737,0.0136200194420021,0.0205662828020337,0.194742403257572
"118","TFRC",0.0132088399220427,0.199580752073238,0.0220849390550067,0.221544096495648,0.015929958256888,0.0222122758378065,0.50543913835937
"119","FANCL",0.674424511946149,0.0633851245948141,0.131802863164814,1.11445184061472e-05,0.0063258118525737,0.00308491251848875,0.120965631404755
"120","NECTIN3",0.872151877108179,0.0374910991716647,0.0275598691349957,0.00704498909318736,0.00170220057673462,0.000101250409433468,0.0539487145058049
"121","JRKL",0.0473307566075924,0.193244899103478,0.0954011566865841,0.0537536669653236,0.0705641310348068,0.0518834522338646,0.48782193736835
"122","TMEM63A",0.203433571424623,0.0743884458084424,0.37437341857671,0.0255406423593503,0.0468957353166169,0.00922733838067244,0.266140848133585
"123","GHRL",0.222173985000104,0.138337237031888,0.268450967939025,0.04961631818246,0.0286921875532729,0.0267988601099599,0.265930444183291
"124","HPX",0.273268991073389,0.373080691069581,0.0508539607117912,0.0210605507249294,0.0369603589631178,0.000637133689446389,0.244138313767745
"125","ANKRD13B",0.632565420842539,0.0474447818362356,0.0840777723707797,0.0157861538706833,0.00558311073729475,0.0175959862017984,0.19694677414067
"126","ANGPT1",0.951642575599735,0.00538981362300511,0.00149881336199238,0.0072448342562012,0.000582539929350318,0.0016005496057029,0.0320408736240136
"127","OSBP2",0.461812510886352,0.0653801234159094,0.047331955780198,1.71478698308145e-06,0.0294939886307981,0.0584603803877491,0.33751932611201
"128","RIPK3",0.0545413573991996,0.314146923277556,0.125084198910396,0.0291091200230055,0.0499568372652186,0.0219266311437064,0.405234931980918
"129","CTGF",0.897046159932321,0.0214005266353113,0.0146796266836534,0.0021740929823256,5.21056881358405e-05,0.00580906885746154,0.058838419220791
"130","CNTNAP3P2",0.695286208829492,0.038325240881588,0.0995974850462147,0.0169359412921498,0.00931074615384291,0.00358911991607074,0.136955257880642
"131","RBP1",0.603699749916374,0.0652847562244193,0.0231060294029625,0.0168414174377994,0.0119796091912981,0.0038774536952473,0.275210984131899
"132","WDFY4",0.968548985104172,0.00678344542719616,0.00471093288133932,0.000298676325743392,0.000523861793615707,3.81379644496086e-05,0.0190959605034842
"133","GREB1L",0.732213010010377,0.0321955428934167,0.0274287543696244,0.00624450372455929,0.000325234175690708,0.0390685220291134,0.162524432797218
"134","MOSPD2",0.817140700524123,0.0914087503639339,0.0104356080742725,0.000383851308196046,0.0196477083020046,0.00293853196747035,0.0580448494599998
"135","ORAI3",0.756367340018911,0.138108949872519,0.00647931785520753,0.0164806643796657,0.00558691940608463,0.019529042523298,0.0574477659443138
"136","RAB27A",0.0911589581677781,0.0608741145876062,0.258301026225094,0.00018467241573017,0.0136562098678306,0.0680905110241293,0.507734507711832
"137","FLCN",0.0589486726941899,0.193602753235554,0.110807650920756,0.16549210859688,0.0088804433318805,0.118863375172068,0.343404996048672
"138","C4orf36",0.794640286208103,0.0301629278800417,0.0616451837272526,0.000158617327380679,0.00546639388416502,0.000202179221002729,0.107724411752055
"139","ADAMTS1",0.931762500887187,0.0132484001648928,0.00996322546264043,0.000547373774787716,0.00105966871015963,6.64918182071253e-05,0.0433523391821258
"140","FAM24B",0.321381334591904,0.0775291760419952,0.200676837512537,0.00678091866613032,0.023933731452866,0.0430382136123413,0.326659788122226
"141","ZNF528",0.0244285031393605,0.188673632834028,0.22930762383976,0.0196827318226708,0.124390788240417,0.00230741741662855,0.411209302707135
"142","GJA1",0.787569162118439,0.0202694165151521,0.0101237939596571,0.0107126425340552,1.98768792667786e-05,0.00691358063858795,0.164391527354842
"143","CFTR",0.912705616951982,0.000488608920799076,0.00642194433889261,0.00201944565265575,7.53704666451576e-05,0.0110546524985393,0.0672343611704862
"144","C6orf226",0.411830268649372,0.0772702936334484,0.152621767357297,0.0458823054776419,0.0334906026090317,0.0156602426687256,0.263244519604484
"145","TLR5",0.575640850617263,0.0412900012454006,0.188855436285856,0.000354795021130377,0.0185430776944984,0.00471257476971815,0.170603264366134
"146","CCM2L",0.967432316812946,0.00222789497745088,0.0036765403681499,0.000671951269996714,0.000161263435782717,0.000631027898141215,0.0251990052375323
"147","NSMCE1",0.375674758804004,0.113690581861066,0.082664119837307,0.00684204660333922,0.0318966513391665,0.00861550045248496,0.380616341102632
"148","IQCN",0.552348776671692,0.121203705433334,0.0790146679335373,0.0906925658372582,0.00258426902700085,0.0205578177357421,0.133598197361436
"149","SCAMP5",0.678536352002151,0.057107779120687,0.00130352843789811,0.0415802827129577,0.0235721935366105,0.0173542655624608,0.180545598627235
"150","PIGF",0.939094644678007,0.00595199153829767,0.0364490356997873,0.000142693223477123,0.00257614000007327,0.000798881092000723,0.0149866137683574
"151","CHST3",0.703355768540827,0.0919907657753646,0.0203905546954208,0.0148950103042705,0.00323961015129274,0.024546628991968,0.141581661540856
"152","SCLY",0.702480735879983,0.040959950763005,0.105249512491703,0.00762186585413104,0.029282548372431,0.000139801359396853,0.11426558527935
"153","XKRX",0.868266860104829,0.00905546093459164,0.0194859307667916,0.00188070283910922,0.0119373920204352,0.000256861894969874,0.0891167914392738
"154","C1QTNF3",0.529696674244287,0.074130116950159,4.43736275916831e-05,0.0587135093462302,0.0269615172023167,0.000999580165836737,0.309454228463579
"155","ACYP1",0.335991925898833,0.0211752484801424,0.213777475275827,0.0518479893174104,0.0588845267375773,0.0464027534274705,0.271920080862739
"156","EYA2",0.0829341002181575,0.213622206767571,0.0710866950762846,0.0120345280776106,0.00481550764465624,0.0249461136667617,0.590560848548958
"157","TRNAU1AP",0.190580871580787,0.117633018924065,0.102052333352171,0.0245193588575936,0.0942459177936237,0.0242695036398216,0.446698995851938
"158","SLAMF8",0.54263824064767,0.10073829066804,0.107108458862386,0.00544395123268882,0.0221940998658435,0.0298039712422368,0.192072987481135
"159","LAMP3",0.798553100672868,0.0885453520409258,0.00373136834973243,0.00983288917303136,0.0090838895297949,0.00277189127223734,0.0874815089614104
"160","KBTBD3",0.139357063637519,0.155411719850094,0.127423080454072,0.0130608358679982,0.100916205888102,0.0390291362368398,0.424801958065374
"161","CNGA1",0.880582294792537,0.0128569946557848,0.035062026241316,0.000901909212224865,0.0079788881149793,0.00337429945799458,0.0592435875251634
"162","MAGEH1",0.914879347412573,0.0107184318491405,0.0192630357504088,7.64528823387378e-06,0.00345391280546948,0.000584417253413798,0.0510932096407601
"163","ITPRIP",0.962220792005781,0.00952418320123297,0.00168735826821844,0.00858186663404442,0.000909004992334902,0.00215177258885764,0.014925022309531
"164","RAB4B",0,0.174230767990039,0.196460881937559,0.00480008871982197,0.0881714604067126,0.0207005167969897,0.515636284148878
"165","UBE2T",0.674946626161071,0.0551917897283864,0.0301059650140819,0.00579816984442906,0.0525484313420892,0.0354175435845398,0.145991474325403
"166","LRTOMT",0.509479856552915,0.060997096728251,0.0471311542022763,0.0172797227744528,0.0359667618150759,0.00979576014600328,0.319349647781026
"167","ZFYVE19",0.0742200132368937,0.0854271416045257,0.310179122000116,0.0300938077013477,0.0734486081183369,0.0614928011318383,0.365138506206941
"168","CAD",0.32693028194745,0.15534185798311,0.0833670420928496,0.00981471975748093,0.0729756074003526,0.0287095797538126,0.322860911064944
"169","VWF",0.982261983150198,0.00129816565696149,0.00330684579216577,2.53515666294492e-05,0.000855381816150215,0.000641240219227752,0.011611031798667
"170","TMEM138",0,0.245110687096496,0.0588435827220909,0.0301549157673483,0.120616573609811,0.0671413947595944,0.47813284604466
"171","SORCS2",0.543799189688145,0.190510460766816,0.0426012535676127,0.0254405883231658,0.0242146059871898,0.000141974293601407,0.173291927373469
"172","TBRG1",0.00539922906982645,0.106302962227713,0.0938813666286296,0.0513075853707171,0.100115633333274,0.116644445464849,0.526348777904991
"173","UBXN8",0.435283614741863,0.100739244625411,0.127790063195972,0.00668196367304092,0.0455770952690899,0.0283854435184291,0.255542574976193
"174","TTC39A",0.92634277961813,0.00570223225201119,0.00598399934985847,0.00998795111313023,0.00793213028327495,0.00287595171883659,0.0411749556647582
"175","SPTSSB",0.959474799432314,0.0195168288727402,0.00425272010178497,0.00140366116387598,0.000522675026948189,0.00183635332126101,0.0129929620810762
"176","TIMELESS",0.633986965096053,0.0510805895274352,0.0614497224569802,0.0125106267740038,0.0356764967518925,0.0174335979910339,0.187862001402602
"177","MED18",0.022824416849434,0.193128648538091,0.0116102968813119,0.107207640736884,0.0908065173960416,0.0433157151937602,0.531106764404477
"178","ADK",0.975882430653611,0.000776726076607895,0.0107488573544375,0.000929015923160816,7.15577987617764e-05,0.00185611107422517,0.00973530111919552
"179","GAL3ST4",0.962153297111337,0.00485162737075842,0.0107857523845814,0.000914282116702386,1.31786101738634e-05,0.00352158789769955,0.0177602745087477
"180","EPHA1",0.770218929971189,0.0384246350590392,0.0214008522046448,0.0208704898921141,0.0139516490631857,0.00368454925135423,0.131448894558473
"181","HAS3",0.819831938519753,0.0217914799695249,0.0167686307587936,0.0529634207788542,0.0143886337542713,0.00382455253805658,0.0704313436807463
"182","BRD8",0.857666268056402,0.0200502518890505,0.0548300073763885,0.0134500169326913,0.0154458139433159,0.000426116494043072,0.0381315253081086
"183","MT1F",0.879807439546329,0.0195307010739385,0.01847939755724,0.00744986955358957,0.00177875151127064,0.00200850316038455,0.0709453375972474
"184","KCNN4",0.552708457150631,0.0734035246505477,0.0831397165299679,0.00177554297326576,0.0038209177040597,0.00543841866209225,0.279713422329435
"185","NFKBIE",0.339745751538908,0.217871475252795,0.0194125100244427,0.208983575589346,0.00760689554681248,7.27260040215868e-05,0.206307066043674
"186","DOCK4",0.853293775479434,0.0610620916620287,0.00894560828032352,0.00401854943487442,0.00212220578776839,0.0036896924331707,0.0668680769224002
"187","MPI",0.451811063652747,0.127148899877998,0.072143478341863,0.0615168479984751,0.0412024256365944,0.0176739242458063,0.228503360246516
"188","ARHGEF16",0.24516683226693,0.119472948640851,0.0522274124386003,0.0552120169205759,0.117415193518676,0.036815066294377,0.37369052991999
"189","TIGD7",0.279629605342514,0.110555728069624,0.125562139596318,0.180338320027548,0.0158224696267156,0.00705493625671044,0.28103680108057
"190","PLEKHA1",0.949859847733302,0.00814991553294999,0.0172274088792935,0.00103420906314673,0.000417280641617047,0.00572508735829951,0.017586250791391
"191","LINC00339",0.0411105283892411,0.380742541969296,0.0894102746218968,0.0159831088601239,0.0680047291319405,0.0259808145632165,0.378768002464286
"192","CX3CR1",0.561207853575288,0.118226568016741,0.0246786457643431,0.0251808723319009,0.0567799066701411,0.0281491847363872,0.185776968905198
"193","MYB",0.767146754844866,0.0569312569793494,0.0549027825789855,0.0220026170684178,0.0154636171052015,0.00413592268809856,0.0794170487350817
"194","SLC16A13",0.863942491509357,0.0141762081861141,0.0387164947710058,0.0360064195851461,0.0109866515756436,0.000802240103013484,0.0353694942697201
"195","IPO13",0.403490757649545,0.110303530167178,0.117902037470311,0.0392259907114411,0.04378831162487,0.00684255355353044,0.278446818823124
"196","TTC32",0.618667884319926,0.0461707070642711,0.222029276214584,0.0178839599659708,0.025930361144207,0.00220262586101994,0.0671151854300221
"197","PMEL",0.415615708005728,0.146299656053883,0.0250877535849676,0.0402611160163402,0.0195548003327675,0.023740901520137,0.329440064486176
"198","ZMYM1",0,0.349527067638316,0.0658058050110733,0.0195569022990063,0.0426778839365128,0.0155861250404038,0.506846216074688
"199","DCLRE1A",0.614281704406115,0.0562189374972038,0.0410269322713585,0.0491207209094178,0.0579039394165282,0.0253488279240728,0.156098937575304
