"","Symbol","tissue","subject","tissue.outphase","tissue.inphase","subject.outphase","subject.inphase","Residuals"
"322","CCL26",0.18762429130386,0.318022064796117,0.0408655239082203,0.0195243705109252,0.000709481838183014,0.00873491634422445,0.42451935129847
"323","SUOX",0.559154712180957,0.136950465896505,0.00488586003086638,0.0676635318533017,0.00219903376178795,0.0132567433528643,0.215889652923718
"324","RRAD",0.730000889284596,0.0323392898741543,0.0494530284715026,0.0112988408726289,0.00400468596210824,0.0039403683799196,0.168962897155091
"325","ZNF701",0.270358007010923,0.0467891146846121,0.110026467860612,0.0805167193040598,0.0218021742439071,0.0169893279747543,0.453518188921131
"326","ACTG1",0.329266612037501,0.295436399597026,0.0986245548097212,0.0227445687498018,0.00975386919742307,2.20856537373541e-05,0.24415190995479
"327","HSCB",0.383416102902898,0.0746023738908571,0.0994929485440665,0.0304872707792572,0.0928429371418311,0.00431938490759593,0.314838981833494
"328","LIMA1",0.915933801647302,0.0306597510104069,0.00612652386913706,0.00613861231858183,0.0028792157049924,0.00120825286442166,0.0370538425851576
"329","EBF3",0.946476749153166,0.00695545524615749,0.0047433645124249,0.000889227699584758,0.000114156767699415,0.000171603612689238,0.0406494430082785
"330","ARIH2OS",0.0073220028813007,0.0892275742959585,0.0328269852778626,0.0598085885604082,0.0188934675096716,0.0614129401570373,0.730508441317761
"331","ENO2",0.662812818427184,0.081066714141785,0.0549586155816943,0.0633449377540646,0.0012124594498829,0.00673116835549183,0.129873286289897
"332","TAF1A",0.544031436110003,0.0443180965826352,0.11564020426778,0.0702735079459619,0.0568897446178023,0.00237829661416136,0.166468713861656
"333","FZD5",0.577483874101459,0.0406804465686775,0.0394699013206608,0.0247057131104151,0.00408308144969001,0.00829910371743432,0.305277879731664
"334","GLRX",0.280072197843377,0.116136776187572,0.0597105086223215,0.00514692032076111,0.000193790412871408,0.00176347986359823,0.536976326749498
"335","PIK3R1",0.874237166012865,0.0178721529200929,0.000693917234810602,0.0365473437008156,0.000456489916052663,0.00260333896446697,0.0675895912508968
"336","IGFBP3",0.535441813104567,0.0877591625599294,0.0491969743135049,0.0625901547663214,0.0192926180274411,0.00120028992938866,0.244518987298847
"337","TRPV6",0.816222785870324,0.0661517041613874,0.0099118144246745,0.0128388099526871,0.00979212507118775,0.000169886328849418,0.0849128741908901
"338","NABP1",0.247954231299567,0.0381265962659848,0.377969673692847,0.0274754691642756,0.124642567350743,8.26290326709975e-05,0.183748833193913
"339","WNT10B",0.91140297137168,0.00815812742307164,0.0217639772161771,0.00155224266482464,5.31339053167524e-08,0.00662608946799865,0.0504965387223425
"340","AKNA",0.645948679464156,0.0250031083000036,0.0522269374065394,0.000125802949941542,0.0355699887231659,0.0152181716001334,0.225907311556061
"341","GABPB1",0.235999190965979,0.0975349149620631,0.271444075445593,0.0201383072132867,0.0165155925670665,0.0476885074686791,0.310679411377333
"342","CSF1R",0.423704792636924,0.228592474174912,0.0550775755291137,0.00369694514736285,0.00376368033643721,0.0210948202206904,0.26406971195456
"343","THG1L",0.485600814562647,0.205560384597826,0.112249899167295,0.000929919498199033,0.00446909678843971,0.0343708102298146,0.156819075155778
"344","CA2",0.830452420625092,0.0415614160980448,0.0520696997449154,0.00495487932729028,0.00342690039782756,0.00691944023546114,0.0606152435713692
"345","CD1A",0.770576714732291,0.106255992443055,0.0228009946331547,6.12005787882661e-05,1.49383386281173e-05,0.0143086433273766,0.0859815159467067
"346","ZNF132",0.670379816537897,0.160935614334904,0.034252648832953,0.0265455277317084,0.00838731086481743,0.00401219568382857,0.095486886013892
"347","TMEM100",0.874010160310448,0.00448597901432236,0.000134815638174307,0.0312308301100728,0.00143264911470296,0.00106463783049405,0.0876409279817856
"348","PRDM16",0.858226632065255,0.00480885833609457,0.0111814764594947,0.00451594350882858,0.0112745821872134,0.0155582031601859,0.0944343042829282
"349","PDCD2",0.126863786438534,0.223945021796551,0.352878435038166,0.0421349655346113,0.00910186489229806,0.00270490059345413,0.242371025706386
"350","ZRANB2",0.434604651924655,0.0958943915744347,0.240243028103329,0.00660198065753746,0.0453840587081691,0.000832235552080044,0.176439653479794
"351","RAET1E",0.979593159673234,0.00490497624396029,0.00368314920474988,0.000118173374472779,0.000973958532780413,0.000121812702832146,0.0106047702679706
"352","P2RY2",0.888299830691752,0.0174342600676472,0.0357893844052713,0.0148003634898451,0.0027173958712408,0.00565245818634983,0.0353063072878937
"353","GCDH",0.143856907822277,0.126422430072382,0.144143542592933,0.0290392526118306,0.0927168920668036,0.0177146042507495,0.446106370583024
"354","CDKN2B",0.567890745766694,0.0712403780290478,0.0626584548091271,0.055639689795083,0.0102821126260477,0.0178028211116499,0.214485797862351
"355","C1QTNF7",0.959573462649805,0.00902221536848135,0.00469344089800902,0.000249942412914758,0.000228415459709007,0.000285640257214252,0.025946882953867
"356","ALOX5",0.31159526872049,0.161503001724298,0.0810966587353774,0.0327283499714614,0.0015049965463305,0.0426703472314618,0.368901377070581
"357","RAD50",0.759777495841348,0.0394434202361885,0.103901208309186,0.0103546460645004,0.0213503604797407,0.000203299938240892,0.064969569130795
"358","METTL21A",0.351690331272479,0.0735307546656496,0.0714363974760229,0.0264249767415837,0.0832108109833472,0.0144748846951035,0.379231844165814
"359","ADRB2",0.127016904284277,0.109712344128577,0.282390059365607,0.103125763199458,1.01773124958991e-05,3.12093901328594e-06,0.377741630770573
"360","PER1",0.0019022851475486,0.115516345761927,0.0619988879224952,0.475213909237072,0.0878834914241968,0.0489815731424951,0.208503507364265
"361","GLS",0.620437449629022,0.0309335218751659,0.118554697540371,0.0386259691108676,0.00422588338436951,0.00174975322471797,0.185472725235485
"362","ZDHHC7",0.507152469837029,0.113320673645148,0.0419326660142034,0.0287019311787284,0.0292804815223114,0.0169202526915766,0.262691525111004
"363","PFKP",0.257326039064384,0.206326416973422,0.178935063018499,0.175466253640173,0.0159813083583319,0.00389231768809154,0.162072601257098
"364","RNF150",0.843734042666142,0.00709965934871776,0.00269682423909635,0.0156804847482,0.00302678133142079,0.0230158987175538,0.104746308948869
"365","CEP19",0.742696298657247,0.0112896728787904,0.0229566808187692,0.0487523321104255,0.0276077046178206,0.00136964769442299,0.145327663222524
"366","PTGR2",0.00212679983056348,0.116939833986777,0.299567345650089,0.0248468831682554,0.0317251303999066,0.0139997086774095,0.510794298286999
"367","CCT5",0.122231821108579,0.125041717089666,0.0169632892217038,0.0718314699333752,0.0581631405181008,0.0352645374320285,0.570504024696546
"368","PTAFR",0.0573751745403645,0.191071339930949,0.0145848259004542,0.171268552854991,0.0105513000031078,0.0106013275567113,0.544547479213422
"369","NPAS2",0.934464934494157,0.012317125211991,0.00887116844563781,0.0186465302930523,0.0051702178790326,0.00142133314226961,0.0191086905338596
"370","DEF6",0.783354565010513,0.0624027482725033,0.0153538603304991,0.0349682748100651,0.00809925373189815,0.0145495324565394,0.0812717653879824
"371","RNF112",0.918694142923099,0.025467614046441,0.0178202279948438,0.00301195176972042,1.11929313383665e-05,0.00094191662062038,0.0340529537139368
"372","ALG2",0.000220464098842041,0.168705907086934,0.033056664314775,0.061334636200151,0.103471448774626,0.100460402768001,0.532750476756671
"373","C11orf58",0.904680175921173,0.00838687366335036,0.0558667055855709,0.0032991869207673,0.00196798544027337,0.00408996028501893,0.0217091121838458
"374","RTP4",0.924466302262377,0.00962245165832662,0.011957802959856,0.000919728971617437,0.00139914936173726,0.0018977509392864,0.0497368138467996
"375","TBL1X",0.589611857522838,0.0515912958382314,0.0911143706863811,0.0572554068299836,0.0280907462230003,0.00620846052667334,0.176127862372892
"376","ZBTB49",0.0787181468252103,0.288708705336325,0.0457904415703658,0.0399113270247204,0.01525416082104,0.0626914718132775,0.468925746609061
"377","HIST2H2AA4",0.707210294711412,0.112120118217148,0.00907999759856072,0.025711104682245,0.0226572545045949,0.000605688290862965,0.122615541995176
"378","LOC102724951",0.150840625082312,0.591474484259837,0.0541330567755473,0.0114690142097459,0.0454302314311251,0.00110003614476751,0.145552552096665
"379","PHYKPL",0.898016214057942,0.00373927616257874,0.0333832187877526,0.00988158624060904,0.00288260307481844,0.000202345309550372,0.0518947563667494
"380","DNAJC18",0.855103851691089,0.0189584876782994,0.035327460379804,0.00310386808913516,0.00292204670296694,0.00520503803311686,0.079379247425589
"381","AUTS2",0.0944404456928894,0.339990996821753,0.229420919499298,5.13988117954876e-06,0.0205598148513197,0.0460051961369929,0.269577487116568
"382","TMEM187",0.129185809391337,0.0894039115862476,0.368892958554159,0.0260951120438006,0.0540188306192821,0.028428300198482,0.303975077606692
"383","NAV3",0.0318131177787777,0.152499683746674,0.145253995732191,0.0832918095794715,0.00127905988630369,0.00182710339680069,0.584035229879782
"384","TTC23",0.5198325623126,0.0717709316685464,0.0569558159406778,0.0441391177030184,0.0816005220035606,0.0256180314478775,0.200083018923719
"385","NEDD4L",0.876759332585596,0.0100232782994832,0.0153011817915048,0.00596892257751517,0.0090685183194748,0.00452715642047956,0.0783516100059463
"386","CXCL12",0.979533968333265,0.00348036610684034,0.000543572887507247,0.00361662918120297,0.000122321971377936,0.00023456539537821,0.0124685761244287
"387","KDM3A",0.844565180870398,0.00758341014274321,0.0212383827475703,0.00777772393413337,0.00671638098604261,0.0081896690914168,0.103929252227696
"388","ATG4B",0.267646674679468,0.0353019980243937,0.338469437434023,0.0196332575194876,0.0516552918848166,0.0736547632427172,0.213638577215094
"389","ZSCAN29",0.363387793063945,0.0305445595339545,0.0541721080195742,0.0441739599283302,0.0537875333103586,0.0208453922451096,0.433088653898728
"390","PPP2R5B",0.621571131722897,0.0239873086599898,0.100013712830294,0.0470938490168056,0.0244212027084144,0.0178804567789331,0.165032338282666
"391","TP63",0.731425376962224,0.170404011789359,0.0151472844722238,0.00225969051254493,0.00151473620880085,0.00453244651388545,0.0747164535409624
"392","HMGCR",0.92685068823893,0.00877343209402177,0.0171264695272013,0.000114640665678542,0.00135103640692827,6.78082804499958e-05,0.0457159247867899
"393","NFYA",0.217832283785612,0.0207705644556113,0.39345097375716,0.0487509975759762,0.105922544882466,0.0078875557878312,0.205385079755344
"394","FAM161B",0.288358135553502,0.102113722873113,0.221601468746136,0.025374336895632,0.0888936738780091,0.00439680774652523,0.269261854307082
"395","RPUSD3",0.202492698472066,0.1299642646401,0.169152495777324,0.183902485020408,0.0688830961211747,0.0646887916515523,0.180916168317375
"396","TRPV4",0.0493757942651175,0.140258078191604,0.0797724531792167,0.0524814794770515,0.000556186463246582,0.0453846109647764,0.632171397458988
"397","TUBGCP3",0.142604021096662,0.0882521634739178,0.370998050934777,0.0407192130880001,0.00980128893400922,0.0514302530069558,0.296195009465678
"398","PSPH",0.371712942732391,0.530750773700195,0.0256800354374271,1.39318285451258e-05,0.0218918941510384,0.00399722886942553,0.0459531932809779
"399","LIPH",0.525200780084346,0.114132854199834,4.89098219092769e-05,0.0470316514235225,0.0364752391039701,0.00482830534116343,0.272282260025255
"400","CES4A",0.945122700549589,0.0102252942477342,0.00791101582620142,0.00115523971359121,0.0027721038651632,0.0021628325854337,0.0306508132122868
"401","ADAM22",0.808349088489763,0.0151176908906361,0.0169790088181857,0.00653288993159591,0.00505632004129015,0.00301052904804,0.144954472780489
"402","HSPA1A",0.558534506175699,0.136315492884548,0.1066177155441,0.00327002906740024,0.021073974848688,0.0254584400380493,0.148729841441516
"403","COQ5",0.0629360631840543,0.182263076910441,0.230135396228489,0.0167248762949313,0.174318270803148,0.0170403239596898,0.316581992619247
"404","WDR77",0.0758076653546587,0.112912093147544,0.299971804461953,0.00271057710106579,0.124093592026026,0.00391376268437254,0.380590505224381
"405","LINC01547",0.0970434881508095,0.0494532637106035,0.116892155445872,0.00453252663159019,0.030183779119466,0.0123935471187438,0.689501239822915
"406","TMEM98",0.943090535458175,0.0139437753675756,6.95771812397606e-05,0.0064794692748211,0.000184213177216695,0.000721481602850854,0.0355109479381208
"407","TMTC1",0.96727323930016,0.00223253897329457,0.00386953748199179,0.00148122874753832,0.000971368550251843,0.00125672923985412,0.022915357706909
"408","H3F3B",0.18191414328615,0.109234614356471,0.271622184277703,0.0539973097052718,0.011808369204442,0.0759591493927447,0.295464229777218
"409","NKD2",0.737494837351029,0.0437167382486085,0.0848825658961432,0.0252606536979779,0.000530808901383674,0.0018764843745577,0.1062379115303
"410","ACR",0.709793893641674,0.0195036233833188,0.154017172359821,0.000778046823573215,0.0186088127800278,0.00386958285506728,0.0934288681565175
"411","HSPA5",0.242684869793459,0.103802919677074,0.275931556388498,0.0275697581036786,0.0221536584539366,0.0720281317587253,0.25582910582463
"412","HDAC5",0.987747897764344,0.0024277405771547,0.00437599008329995,0.000754137315795224,0.00119798711065662,0.00014754268196655,0.00334870446678296
"413","ZNF222",0,0.067120306127102,0.127332970785918,0.141864462159297,0.0828103596308317,0.102182663552913,0.478689237743938
"414","ADAMTS4",0.893501718688141,0.0189115781978008,0.00191756675102296,0.0333600497446585,0.00557255030777512,0.00144984160695694,0.0452866947036446
"415","LAMB4",0.125547596219134,0.133124904125445,0.278200054351236,0.00571594823589219,0.0140471010959481,0.00976092016088953,0.433603475811456
"416","PHLDA2",0.629228358334817,0.027499798966568,0.00108452253308805,0.060632954332625,0.0384930307717737,0.0127081667355857,0.230353168325542
"417","ERF",0.612998261037336,0.123904874041878,0.00781178475465643,0.021186448477932,0.00636607150476438,0.0698453866265211,0.157887173556912
"418","GPR171",0.669969869829113,0.0954304857295881,0.0251497919054109,0.000434694185786981,0.0325960066508726,0.00461618099684168,0.171802970702386
"419","TBC1D1",0.983282675530785,0.000964306931327037,0.00417426284278698,0.00231840667034653,0.000102507364494394,0.000224752254105261,0.00893308840615475
"420","DCD",0.888078077559054,0.0267204413005102,0.000900561876945649,0.0106242360171087,0.00373262238956331,6.93568524731622e-05,0.0698747040043445
"421","RXRB",0.269341712913005,0.22155005617669,0.0247442125155772,0.0307097491177434,0.0574280976075829,0.0681451968092739,0.328080974860127
"422","ZNF438",0.728249644615011,0.0127638879420581,0.0553575106693317,2.66810334228852e-05,0.0119265827262522,0.00577589666845699,0.185899796345467
"423","CYBRD1",0.884930052170669,0.0417410407584015,0.0173438278989593,0.00137787590342452,0.000142246907890226,0.000225701198433268,0.0542392551622226
"424","MCAM",0.959880313816482,0.000840717155385045,0.00332434091445312,0.00109787809088435,0.000646465714124522,0.00113369359945008,0.0330765907092207
"425","ABHD3",0.670713558372696,0.04966303308359,0.0746530331665012,5.44321082738026e-05,0.00510118165502174,0.0040100965761067,0.195804665037811
"426","SLC24A1",0.761835164507127,0.0194815941371271,0.0611904084158397,0.000120191269028839,0.00961920001238789,0.0221136664843285,0.125639775174161
"427","FN1",0.923273904638447,0.0165920986505358,0.00296760889930845,0.00406886561016054,0.00788867459424471,0.00216159654559706,0.0430472510617061
"428","BDKRB2",0.312195988212989,0.120920167861807,0.106634625506905,0.0763034023391592,0.0299209717412933,0.0381131222968602,0.315911722040986
"429","TMEM141",0.936555258707507,0.0042941168284437,0.0200721559451159,0.00834557048248926,0.00322408078189726,0.00166254787095008,0.025846269383597
"430","FOXO1",0.0257612080527713,0.207792982729573,0.227554363944841,0.0836261571894564,0.110428889140149,0.0439321052983529,0.300904293644856
"431","TMEM116",0.983287200041369,0.00337314901982018,0.0088666677089728,7.11582478473496e-05,0.000466267803411313,0.000278235952826139,0.0036573212257534
"432","TTC7B",0.880379728953439,0.0349772100126645,0.00309556065424489,0.0283409282728685,0.000220925509033993,0.000793463980215747,0.052192182617533
"433","EVL",0.158250051472454,0.0862621784008384,0.394302777273347,0.0552142851128524,0.00204373019606876,0.00409650801719597,0.299830469527243
"434","NSUN5P1",0.22557661072732,0.152416789868112,0.310651611539528,0.00206746769057894,0.0698059410486943,0.0351782399575459,0.204303339168221
"435","TMEM8B",0.936929292686679,0.00370052632096138,0.0333754519108448,0.0023738169234414,0.00030681014252699,0.00120883458336997,0.0221052674321767
"436","PCSK9",0.375658722283494,0.130227559965064,0.0724724224323103,0.0046908232843473,0.00313993288060096,0.00104297890109032,0.412767560253093
"437","ANGEL1",0.619694793215572,0.0759940593120642,0.0977598100246309,0.00489498022852339,0.0182861057405245,0.0170292957304692,0.166340955748216
"438","ADCY4",0.974315547580683,0.0035134498287439,0.0070969276830175,0.00112109638458796,0.000146802715224482,2.32386855596368e-05,0.013782937122184
"439","PKNOX1",0,0.197437769306306,0.347774671285009,0.00498984519056715,0.0828260905703595,0.015438716078076,0.351532907569683
"440","CLUAP1",0.712955481466318,0.0798336958636009,0.0433059103602761,5.27589356603822e-07,0.032472312730965,0.00088097857145673,0.130551093418026
"441","IRX6",0.509155545071223,0.0530367448428152,0.0461549505103709,0.00608620452886946,0.0160130276734589,0.0269426298743276,0.342610897498935
"442","HYKK",0.8492989726725,0.00916995416740922,0.0284930831755112,0.00493923843463503,0.00824426524847364,0.00101366980323796,0.0988408164982332
"443","ZBTB47",0.943262746059723,0.0065006747050462,0.0202748580373852,1.34734628124421e-05,0.000448267018232519,0.00140545355958307,0.0280945271572171
"444","ROR1",0.884088348125097,0.00937850096674183,0.000535578049917636,0.0593474599796862,0.00155803026171069,0.000133207033834288,0.0449588755830127
"445","NRIP3",0.129701077857351,0.0831472113283616,0.0620121861182385,0.0536663460195742,0.00212149815872085,0.021612734852121,0.647738945665633
"446","ZFHX2",0.601140405067082,0.0150066401598135,0.197108896984936,0.0191375526568675,0.0177438016066095,0.00149839676035338,0.148364306764338
"447","ZKSCAN4",0.23673703796267,0.023436983070663,0.0831322283848347,0.0770271843580772,0.0932004596394836,0.00492072728810129,0.48154537929617
"448","NEK1",0.73121355861981,0.0213695341360013,0.0803828146052902,0.00709535527086884,0.0115993472212561,0.00141157349190887,0.146927816654865
"449","SPARCL1",0.982617327031649,0.00334567308416809,0.000413886982598726,0.00213277463283595,0.000590517524238202,0.000601864367898131,0.0102979563766122
"450","JPT2",0.893452698446135,0.00829380097725357,0.0552337105693407,0.000385149684027366,0.0079111831273359,0.000814235205480122,0.0339092219904273
"451","TNFAIP2",0.964998445762999,0.0142306574737143,3.4771718370013e-05,0.00445463319362987,0.00042319907721508,2.0077337992455e-05,0.0158382154360798
"452","GJB2",0.114828829671693,0.104966329177963,0.0686709578124747,0.0766655960524365,0.00511011130071526,0.000458118807341424,0.629300057177377
"453","DIRAS3",0.880520547100494,0.00704464608411958,0.0138008129798134,0.000691784528964015,0.00511574644469641,0.00332109071162966,0.0895053721502827
"454","SEC22C",0.919792792334133,0.0267396459020181,0.00287560442338466,0.00794362752574283,0.000529683494344688,0.00323086012865604,0.0388877861917208
"455","LRRC39",0.388620150004244,0.0732581219934187,0.231509744416954,0.063049388692438,0.00639388901000679,0.0115835533745468,0.225585152508391
"456","IFRD2",0.375584628364186,0.118914878296457,0.320663130453654,0.00197728492028918,0.0260846967979019,0.0434077255786975,0.113367655588814
"457","LAMC2",0.668588051799119,0.0578249594611494,0.0978277917974359,0.0442477933315565,0.00423861263274652,0.00404762359920361,0.123225167378789
"458","ATP6V1E2",0.639386042926289,0.0718770571003113,0.114025583572292,0.00692955122553054,0.0250211550529786,0.00759902690263421,0.135161583219965
"459","GAMT",0.21725981044645,0.209378316168513,0.0665477927565076,0.040403654184587,0.0309441035398045,0.0197916173043309,0.415674705599807
"460","FUT2",0.66934454502174,0.155996757469609,0.042903144398086,0.00478628868540136,0.00292876727391807,0.00521839439408479,0.118822102757161
"461","ARFRP1",0.0466809747018244,0.224432914828948,0.199794227731762,0.0223036527251079,0.000679951710783407,0.00180062087663632,0.504307657424938
"462","CHD1",0.438791470707573,0.109551083934385,0.133999246374703,0.0367931172307213,0.018482373642012,0.0170666293719156,0.24531607873869
"463","MACC1",0.866219398026429,0.0266966493023965,0.000173739162224548,0.0126841375187108,0.00363715667237838,0.000509843498359429,0.0900790758195016
"464","AP4B1",0.119688332175925,0.233396029281936,0.0934456155919408,0.00409034997682665,0.11013333801373,0.0887827026786625,0.350463632280979
"465","ZNF540",0.00115293191934774,0.00990089688947599,0.121250353517493,0.131303068221317,0.0650064785630881,0.0986636944104332,0.572722576478845
"466","GUCY1A1",0.96746265560034,0.0021081443396726,0.00574470352303044,6.06596155743964e-07,0.000263707836515235,0.00229181715447492,0.0221283649498108
"467","DCLRE1C",0.0163172656645823,0.107027164966745,0.251971081845369,0.0326808482899291,0.0579274990150458,0.0198534742086188,0.514222666009709
"468","TRMT10A",0.862383358652205,0.0275713021493882,0.0403925398901465,0.00526017092148755,0.0111990779187355,0.00430546020070083,0.0488880902673365
"469","HEXIM2",0.409124939881098,0.135286963882184,0.171528423330148,0.0073206716903204,0.0390647984770529,0.00332673780726777,0.23434746493193
"470","CCR5",0.863704048242926,0.0329493096640844,0.0169559256485861,0.0132552455367498,0.00021079242809985,0.000108061778601142,0.0728166167009526
"471","LUM",0.956981649228997,0.00864461642678378,0.000758828237905366,0.00516859541062142,0.00216146581124886,4.10009575383772e-05,0.0262438439269056
"472","MED16",0.592146850997431,0.0632739554693647,0.0967733491133796,0.000299955077905369,0.0214247216999564,0.00750364945684761,0.218577518185116
"473","TMEM206",0.513128667180881,0.0226143349169908,0.109265800599483,0.0047968690452256,0.0615114581845568,0.00850734649810146,0.280175523574761
"474","CHKA",0.94287461115454,0.00191169772981858,0.0201792761506449,0.000749439878907986,0.000843646042217811,0.00224364447208124,0.0311976845717898
"475","SLX4IP",0.694645022672941,0.0349889515976778,0.102216754198082,0.00233031013271488,0.0417865464539802,0.00716247380879499,0.116869941135809
"476","CYHR1",0.746169089435457,0.0195364178572436,0.167520606716515,4.31398498561147e-05,0.0219354623765543,0.00328444656198245,0.0415108372023915
"477","ZDHHC23",0.784505919040724,0.0462071741350073,0.0360442537941928,2.77146320790523e-05,0.0234934760200273,0.00295663034104623,0.106764832036924
"478","FOXN3-AS1",0.318459476690588,0.0292134180210246,0.347044461162278,0.0446014806793092,0.0337495953768101,0.00255886029417798,0.224372707775811
"479","TRIQK",0.891634609355448,0.00752422832588675,0.0296704746394667,0.00024734791021844,0.00157550301859736,8.95105692801096e-05,0.0692583261811024
"480","SLC25A4",0.853281389213875,0.0449398440479146,0.0294131273266196,0.00530457913247207,0.00210977833428714,0.000407146397371861,0.0645441355474602
"481","PER2",0.0184674024289972,0.113439348748261,0.0105580484119046,0.361400565041767,0.173404346792412,0.0293346297273763,0.293395658849282
"482","GUCA1B",0.0804781358385057,0.552252125184983,0.11653972050942,0.0263376145694557,0.00821101483809389,0.0152756713154142,0.200905717744127
"483","DNASE2",0.202938678668247,0.318882621694248,0.00227551871176668,0.069258635487326,0.0196878366729377,0.0160792017958032,0.370877506969672
"484","XAF1",0.934217122248831,0.0247308853663635,0.00847233248064458,3.18433773256682e-05,0.000741972153157001,0.000529228468903202,0.0312766159047753
"485","IRS2",0.528325854906786,0.166450433929912,0.000999808226682126,0.107699394747032,0.0505474381119466,0.000231501875668776,0.145745568201973
"486","CALM1",0.169752718308824,0.0841917654235484,0.119533304429672,0.0430420323541532,0.050479987091229,0.0592398101455439,0.473760382247029
"487","PDE4DIP",0.271738553179467,0.15022106467287,0.0984738885427739,0.00169264045914295,0.00983921057342499,0.0189344059226846,0.449100236649636
"488","ABLIM2",0.861593849790712,0.0234571910567138,0.00370631920912923,0.0334112048630806,0.00386285703235444,0.00239449609551719,0.0715740819524928
"489","ZCWPW1",0.101571594634167,0.150069391244168,0.379232706085454,0.0134300356249357,0.0615486298148179,0.0205270253285852,0.273620617267871
"490","ST6GAL1",0.928764736649222,0.0164225448763773,0.0103818485436935,0.000870968359172586,0.00213336461073863,6.0437567938058e-06,0.0414204932040024
"491","DNAL1",0.698221696342482,0.0144867489694341,0.0517830069584285,0.00607311819305056,0.00699080136999519,0.0264096055119151,0.196035022654695
"492","MED23",0.956648525937024,0.00759200211999837,0.020607228199026,0.000255892194617976,0.000287689295281582,0.00194068986010334,0.0126679723939486
"493","RAD23B",0.775184136261258,0.0424815460039933,0.107978276625601,0.0026454646670854,0.00709910949346464,0.00543569636521299,0.059175770583385
"494","PFN2",0.682573986185095,0.177350306704451,0.000493420507373227,0.0211708811594277,0.0132808867098722,0.00478796727078768,0.100342551462993
"495","CIART",0.605913561606386,0.0821364042103508,0.160839628960907,0.0183074783960888,0.0306547217143756,0.0117511080187556,0.0903970970931371
"496","EMID1",0.861113026722953,0.0104582482939296,0.0170098990411811,0.0134429680749355,0.00565705469499626,0.0158188615384153,0.0764999416335893
"497","ALKAL2",0.91015229282795,0.00446173060903749,0.0234975840921149,0.00129675053146759,0.000308778371786377,0.00398640926548877,0.0562964543021547
"498","TNFAIP8L2",0.572442931759418,0.13178659298478,0.0901514574188592,0.0191843235539292,0.0236597291984156,0.00982584428051817,0.15294912080408
"499","ANKAR",0.834192039506554,0.010099259338227,0.0388039734846124,0.000211632178263758,0.00292156904456709,0.00748066201784156,0.106290864429934
"500","ATF3",0.244232252652372,0.0112135117212284,0.197618481441218,0.095322000159748,0.0535890778125088,0.00741718950593391,0.390607486706991
"501","ELOVL6",0.958480432905585,0.00999852274780602,7.67562674132414e-05,0.00762292217516893,0.00088198802613364,0.00030790191021956,0.022631475967674
"502","FAM107B",0.398577083669574,0.135730227927781,0.188752145827849,0.00404207856858904,0.0212302998836151,0.00466108830314579,0.247007075819445
"503","APTX",0.950714775419333,0.00480483317033979,0.0247180846510339,0.000815456383901694,0.00394888011624634,0.000965561881215431,0.0140324083779297
"504","TMEM186",0.155569734122572,0.0576670524041041,0.0492678507176845,0.0450798189088028,0.134506975719872,0.0454853588817225,0.512423209245242
"505","CSRNP2",0.0110977252325212,0.201255109433174,0.0373067600088246,0.0557623891616179,0.131686123320918,0.0583652304658481,0.504526662377096
"506","BCS1L",0,0.0555453944685825,0.405217584825382,0.0342693862613318,0.105280797419529,0.0475656534923463,0.352121183532829
"507","LETMD1",0.397402086312623,0.0843966800320662,0.111600968964487,0.0108983301174154,0.0619788486694689,0.0121246057617515,0.321598480142188
"508","LUZP1",0.165098729544225,0.207183957060622,0.0547898111147919,0.0164106842322188,0.0171700307234716,0.0653406232601997,0.474006164064471
"509","PDPN",0.910144469598676,0.00682205476586882,0.00959363937241836,0.00603058726614477,0.00538620501738712,0.00496013355867454,0.0570629104208302
"510","CYP2C18",0.962836082663546,0.00474502028626115,0.00310932894589878,0.00316987847871847,0.00156091329374298,0.000373458828873633,0.0242053175029587
"511","ZNF513",0.266060060268548,0.151669832028376,0.0855606230635299,0.014035001302925,0.0551314445063672,0.0237393089671993,0.403803729863055
"512","ZNF234",0.0764214821119311,0.164013636408935,0.255016325155654,0.105035806420299,0.1097872274362,0.015821721280835,0.273903801186146
"513","TEK",0.977434700158216,0.000166979879210185,0.000480396113987942,0.00280089252248391,7.08941388991963e-05,0.000732850977022127,0.0183132862101804
"514","BMPR2",0.0553419298180965,0.105397893676342,0.238946767666625,0.0449857044670835,0.0296343036360579,0.0468257180713092,0.478867682664486
"515","FUT8",0.691503363047367,0.0323502702864995,0.0879479569970085,0.0203523549551927,0.00134171219432161,0.0051909314428507,0.16131341107676
"516","RPH3AL",0.448284253359874,0.158253036270156,0.171012533705494,0.00606652595106246,0.0202818786316429,0.00815839987542314,0.187943372206348
"517","PIGO",0,0.0485197977541851,0.188571009909528,0.0177530201674317,0.166608836204614,0.0160632252584538,0.562484110705787
"518","RECQL5",0.976074417400846,0.00391100624188266,0.0117004818209208,8.88573897157194e-06,0.000476673193028554,2.18622889228078e-05,0.0078066733154274
"519","LEAP2",0.0197961649402258,0.238999974904281,0.061730065081746,0.125783343196274,0.0868030173458345,0.119851539759091,0.347035894772548
"520","COL8A2",0.881463271350914,0.0360669590867331,0.0200616064136408,0.00135264045969336,0.00080302760841415,0.00637144774076106,0.0538810473398438
"521","DYNLL1",0.962210518623743,0.00304752661973866,0.0196792196639011,0.000324501156155442,0.00108084770607312,0.000223722651179315,0.0134336635792093
